CNN,SP
24941000,24917000
24941000,24946000
24941000,24939000
50873000,20688000
50873000,20674000
26184000,26192000
26184000,26126000
26184000,26183000
26184000,32967000
53003000,53002000
33559000,28009000
33559000,51560000
20796000,33239000
27628000,27628000
27628000,27620000
27628000,52101000
27628000,52102000
27628000,27627000
27628000,27622000
20306000,50854000
20306000,50855000
20306000,50857000
20306000,20340000
25793000,25803000
25793000,25792000
54010000,26513000
54010000,54010000
52214000,21117000
52214000,21123000
23958000,23959000
23958000,23957000
23958000,23960000
23958000,23955000
20377000,20376000
20377000,20368000
20377000,20370000
50795000,20200000
50795000,50795000
20288000,20284000
20288000,20289000
20288000,50833000
22496000,22492000
22496000,22598000
22496000,22522000
22496000,22497000
26645000,26819000
26645000,26636000
26645000,26638000
24810000,30038000
24810000,24815000
24810000,24822000
24810000,24830000
26663000,26664000
26663000,26670000
26663000,26662000
26663000,26678000
27968000,27975000
27968000,27967000
27968000,27973000
27968000,27976000
22975000,22972000
22975000,33583000
22975000,22973000
22975000,22900000
50023000,24303000
50023000,24317000
24376000,24374000
24376000,24376000
24376000,24377000
24376000,24183000
23478000,23480000
23478000,23462000
23478000,23479000
23478000,23475000
22580000,22577000
22580000,22581000
22580000,22589000
22580000,22579000
25236000,25231000
25236000,25252000
25236000,50252000
25236000,25236000
20590000,51974000
20590000,33336000
20590000,20334000
23401000,23403000
23401000,23395000
23401000,23413000
23401000,23398000
21566000,21571000
21566000,21565000
21566000,51095000
21566000,21566000
51381000,51376000
51381000,51378000
51381000,51380000
23827000,23832000
23827000,23822000
23827000,23828000
27513000,27514000
27513000,27533000
27513000,27515000
27513000,27510000
26088000,26084000
26088000,26087000
26088000,26089000
23921000,23918000
23921000,23925000
23921000,23919000
23023000,23022000
23023000,22740000
23023000,23016000
23023000,51078000
24253000,24252000
24253000,30003000
24253000,50017000
24253000,24253000
22418000,22422000
22418000,33000000
22418000,22423000
22418000,22433000
26947000,27568000
26947000,26948000
26947000,27567000
26947000,26945000
24679000,24680000
24679000,24672000
24679000,24686000
24679000,30048000
50849000,51916000
50849000,50849000
26940000,26946000
26940000,26921000
26940000,26939000
26940000,26941000
20874000,50961000
20874000,20876000
20874000,20878000
20874000,20866000
25262000,25121000
25262000,25272000
25262000,25132000
25262000,25119000
24364000,24362000
24364000,24388000
24364000,24421000
21009000,20772000
21009000,21012000
21009000,21017000
21009000,21010000
52061000,52062000
52061000,52061000
51942000,50800000
51942000,51941000
51942000,50807000
51942000,51943000
51665000,52027000
51665000,20773000
25531000,25569000
25531000,25527000
25531000,25530000
25531000,30764000
27792000,27789000
27792000,27804000
27792000,27791000
27160000,27170000
27160000,27158000
27160000,27161000
27160000,27148000
50205000,25524000
50205000,25523000
25957000,25953000
25957000,25965000
25957000,26040000
25957000,25954000
22113000,50617000
22113000,22113000
22113000,22112000
24122000,24124000
24122000,24036000
24122000,24079000
24122000,24123000
21087000,21156000
21087000,21084000
21087000,21210000
21087000,21086000
26383000,26391000
26383000,26384000
26383000,26382000
26383000,26392000
33332000,21682000
33332000,21688000
33332000,21689000
20452000,20488000
20452000,20450000
20452000,20451000
20452000,20456000
27302000,27296000
27302000,27305000
27302000,27301000
27302000,27304000
51735000,33071000
51735000,23765000
50837000,20281000
22713000,22734000
22713000,22712000
22713000,22733000
25250000,50254000
25250000,25250000
25250000,25244000
25250000,25263000
23454000,23461000
23454000,23452000
23454000,23491000
23454000,23451000
20878000,20874000
20878000,51972000
20878000,20879000
27373000,27371000
27373000,27362000
27373000,27374000
27235000,27236000
27235000,27234000
27235000,27224000
27235000,27241000
25400000,25401000
25400000,25386000
25400000,25389000
25400000,33845000
27444000,27472000
27444000,28106000
27444000,27269000
27444000,27446000
27444000,27447000
27444000,27444000
23565000,23564000
23565000,23644000
23565000,23568000
23565000,23558000
26591000,26522000
26591000,26592000
26591000,26600000
26591000,26587000
52125000,52126000
52125000,52303000
52125000,52304000
25826000,32924000
25826000,25824000
25826000,33566000
52091000,52090000
52091000,51069000
22101000,22115000
22101000,50711000
22101000,22101000
23991000,24065000
23991000,23988000
23991000,24077000
23991000,23990000
22156000,33611000
33730000,26250000
33730000,26252000
33730000,33731000
33730000,33732000
24417000,24309000
24417000,24313000
24417000,24417000
24417000,24307000
51723000,20548000
51723000,53010000
50825000,33228000
51254000,51553000
51254000,51258000
51254000,51552000
51254000,51284000
25609000,25611000
25609000,25644000
25609000,21902000
25609000,25610000
25238000,50256000
25238000,50250000
25238000,54146000
25238000,25240000
20747000,20751000
20747000,20742000
22544000,51121000
22544000,22716000
22544000,22539000
21646000,21641000
21646000,21678000
21646000,21660000
21646000,21642000
20748000,20692000
20748000,20758000
20748000,20749000
20748000,20695000
27104000,27056000
27104000,32840000
27104000,27101000
27104000,27105000
27104000,27141000
27104000,27055000
27728000,27706000
27728000,27733000
27728000,27729000
27728000,27731000
21173000,21142000
21173000,54056000
21173000,21171000
23434000,23443000
23434000,23433000
23434000,23441000
23434000,23448000
23703000,23709000
23703000,23705000
23703000,23738000
23703000,23737000
25064000,25065000
25064000,25110000
25064000,25063000
25064000,25062000
25695000,25699000
25695000,24183000
25695000,25693000
22987000,50558000
22987000,22986000
22987000,22990000
22987000,22988000
50269000,24927000
50269000,50269000
27956000,27952000
27956000,27957000
27956000,27955000
27870000,32842000
27870000,27870000
27870000,27793000
26121000,50637000
26121000,32986000
26121000,32974000
24286000,24265000
24286000,24287000
24286000,24286000
24286000,24263000
25893000,25892000
25893000,25884000
25893000,25889000
25893000,25894000
51123000,51151000
51123000,22546000
27022000,51207000
27022000,27001000
27022000,26960000
27022000,27021000
25226000,25222000
25226000,25227000
25226000,30076000
25226000,30075000
32904000,23496000
30060000,50345000
30060000,25579000
30060000,50300000
51549000,51263000
51549000,51548000
51549000,51549000
51549000,51550000
25138000,24935000
25138000,25148000
25138000,24933000
25138000,25144000
28083000,33276000
28083000,33365000
28083000,21091000
28083000,33676000
32853000,32854000
32853000,27265000
32853000,32852000
51975000,20330000
51975000,20329000
51218000,51217000
51218000,51479000
51218000,51219000
51256000,51308000
51256000,51255000
51256000,51257000
50358000,30722000
50358000,50358000
27465000,27466000
27465000,27465000
27465000,27459000
27465000,27464000
33756000,33757000
33756000,33755000
22010000,22028000
22010000,22004000
22010000,22010000
22010000,51466000
23873000,23895000
23873000,23856000
23873000,23920000
23873000,50002000
27825000,27824000
27825000,27847000
27825000,27822000
27825000,27829000
20281000,20273000
20281000,20284000
20281000,20282000
20281000,50837000
21894000,21904000
21894000,21905000
21894000,21892000
21894000,21909000
28225000,28150000
28225000,51647000
28225000,50787000
28225000,28225000
24155000,24148000
24155000,24158000
24155000,24156000
24155000,24151000
33296000,21066000
33296000,33296000
33296000,33297000
33296000,21143000
50011000,50012000
50011000,23833000
26416000,26420000
26416000,26415000
26416000,26346000
26416000,26419000
24200000,24199000
24200000,50015000
24200000,24200000
24581000,24585000
24581000,24584000
24581000,24580000
23418000,23419000
23418000,23417000
23418000,23421000
23418000,23411000
22520000,22523000
22520000,22522000
22520000,51118000
21622000,50975000
21622000,21608000
21622000,21624000
21622000,21377000
51418000,27608000
22223000,54350000
22223000,22220000
22223000,22222000
22223000,22217000
20911000,20891000
20911000,20870000
20911000,20913000
33739000,23064000
33739000,33408000
33739000,23066000
51844000,51840000
51844000,51837000
51844000,51845000
51844000,51843000
24342000,24368000
24342000,24339000
24342000,24344000
53040000,34125000
53040000,53040000
52142000,20651000
52142000,54347000
52142000,52170000
52142000,52127000
52142000,52115000
50346000,50347000
50346000,51319000
54105000,54106000
54105000,54104000
54105000,54113000
54105000,54112000
52270000,22515000
51037000,22014000
51037000,22017000
23067000,23062000
23067000,23066000
23067000,23063000
23067000,23069000
21763000,21781000
21763000,21766000
21763000,21806000
21763000,21805000
24024000,24014000
24024000,24044000
24024000,24046000
24024000,24023000
26532000,26531000
26532000,26534000
26532000,26604000
26532000,26527000
51400000,51561000
51400000,51400000
50861000,33118000
50861000,54050000
50789000,28177000
27896000,27889000
27896000,27899000
27896000,27895000
27896000,27902000
24450000,24451000
24450000,24436000
24450000,24460000
24450000,24448000
24555000,24552000
24555000,24557000
24555000,30726000
24555000,24547000
21610000,21612000
21610000,20949000
21610000,21611000
21610000,21651000
26711000,50378000
26711000,26711000
26711000,26693000
26711000,26699000
24876000,24879000
24876000,25373000
24876000,50340000
24876000,24875000
30770000,24987000
30770000,24771000
30770000,24986000
30770000,24781000
33727000,21955000
33727000,21954000
27137000,27164000
27137000,27347000
27137000,27162000
27137000,27138000
52130000,52132000
52130000,52238000
52130000,52302000
52130000,52134000
25302000,26535000
25302000,25297000
25302000,25303000
25302000,25301000
20601000,20598000
20601000,20604000
20601000,20599000
20601000,20606000
24747000,24752000
24747000,24741000
24747000,24743000
23467000,23469000
23467000,23440000
23467000,23464000
23467000,23468000
20257000,50852000
20257000,33210000
20257000,51657000
20257000,33232000
20257000,20258000
20257000,33233000
21632000,21635000
21632000,21634000
21632000,21644000
21632000,21628000
22720000,22721000
22720000,22543000
22720000,22724000
22720000,22716000
27989000,27992000
27989000,27993000
27989000,27984000
27989000,27990000
33272000,33647000
33272000,33273000
33272000,51662000
33272000,20633000
26154000,26182000
26154000,26186000
26154000,26155000
26154000,26153000
22791000,22792000
22791000,22773000
22791000,22930000
22791000,22790000
50777000,20140000
50777000,20153000
20223000,20224000
20223000,20219000
20223000,20668000
20223000,20222000
24292000,24291000
24292000,24285000
24292000,30011000
21598000,22471000
21598000,22457000
21598000,21597000
21598000,22470000
22484000,22483000
22484000,22481000
22484000,52048000
22484000,51136000
24910000,24907000
24910000,24911000
24910000,24909000
24910000,24662000
32937000,50594000
32937000,26142000
32937000,50607000
32937000,32938000
52231000,52427000
52231000,52102000
52231000,52101000
52231000,52231000
51582000,23738000
51582000,23741000
51582000,51582000
33173000,52121000
33173000,33175000
33173000,53010000
33173000,50876000
33173000,20465000
52118000,52120000
52118000,20465000
52118000,52117000
52118000,52233000
33363000,24099000
33363000,24102000
33363000,24103000
27432000,27438000
27432000,27430000
27432000,27431000
27432000,27711000
33244000,33247000
33244000,33245000
33244000,33246000
21143000,33296000
21143000,33294000
21143000,21144000
20245000,20240000
20245000,20244000
20245000,20241000
20245000,20246000
25597000,25598000
25597000,25595000
25597000,25576000
23762000,23759000
23762000,23767000
23762000,23760000
23762000,23772000
27171000,27161000
27171000,27175000
27171000,27173000
27171000,27170000
35056000,35057000
35056000,21658000
35056000,35055000
54357000,35066000
54357000,54357000
21927000,21928000
21927000,21866000
21927000,33393000
21927000,21941000
21927000,21930000
21927000,21929000
21927000,21927000
50765000,20128000
50765000,50765000
20092000,33220000
20092000,33145000
20092000,33219000
23146000,23080000
23146000,23146000
23146000,54087000
25178000,25190000
25178000,25149000
25178000,25177000
25178000,25180000
23382000,23381000
23382000,23386000
23382000,23436000
23382000,23380000
51025000,21491000
51025000,51025000
20688000,50873000
20688000,20692000
20688000,33120000
24614000,24611000
24614000,24614000
24614000,24612000
24614000,24615000
23217000,23218000
23217000,23217000
23217000,23215000
26875000,26967000
26875000,26872000
26875000,26874000
26875000,26880000
53004000,24548000
53004000,24552000
20944000,20942000
20944000,20948000
20944000,20943000
20944000,20978000
51960000,51961000
51960000,51965000
51960000,51957000
26519000,26523000
26519000,26524000
26519000,26520000
23205000,23204000
23205000,27333000
23205000,23207000
23205000,27316000
23825000,23809000
23825000,23825000
23825000,23810000
22927000,22924000
22927000,22945000
22927000,22928000
22927000,22926000
25466000,25463000
25466000,25455000
25466000,25466000
25466000,50114000
54079000,22492000
54079000,54078000
27727000,27725000
27727000,27741000
27727000,27739000
27727000,27732000
35044000,22879000
35044000,35045000
35044000,22883000
34146000,34148000
34146000,53057000
34146000,34147000
34146000,34145000
33248000,51721000
33248000,33249000
33248000,28195000
33248000,33248000
54345000,23757000
54345000,33072000
25892000,25883000
25892000,25892000
25892000,25893000
25892000,25986000
21382000,21372000
21382000,54231000
21382000,21383000
21382000,21389000
24057000,24059000
24057000,23984000
24057000,24058000
24057000,24057000
50139000,25418000
50139000,50139000
25166000,25170000
25166000,25154000
25166000,25161000
21340000,21339000
21340000,21337000
21340000,21295000
21340000,53020000
22222000,22221000
22222000,22585000
22222000,22223000
50125000,24864000
50125000,50125000
20387000,20386000
20387000,52217000
20387000,20360000
26441000,32856000
26441000,32860000
26441000,32858000
26441000,26441000
26744000,26747000
26744000,26734000
26744000,26749000
26744000,26745000
27668000,33551000
27668000,27669000
27668000,27662000
27668000,27670000
52094000,21806000
52094000,52093000
20813000,20791000
20813000,20812000
20813000,20810000
20813000,20817000
51196000,51197000
51196000,51195000
51196000,51188000
26507000,26506000
26507000,26528000
26507000,25227000
23074000,33542000
23074000,33501000
23074000,23073000
27739000,27716000
27739000,27740000
27739000,27727000
27739000,27720000
22915000,22943000
22915000,22914000
22915000,22913000
22017000,51037000
22017000,22022000
22017000,22021000
22017000,22017000
22017000,22015000
22017000,22039000
21119000,21122000
21119000,20835000
21119000,21118000
54007000,54006000
54007000,54007000
54007000,23600000
54007000,24478000
23500000,23494000
23500000,23501000
23500000,23504000
23500000,23491000
23714000,23694000
23714000,23720000
23714000,23715000
23714000,23718000
21665000,21667000
21665000,33314000
21665000,21666000
21665000,21693000
51639000,51640000
23926000,23925000
23926000,23926000
23926000,24279000
23926000,23924000
27881000,27908000
27881000,27878000
27881000,27877000
27881000,27882000
27881000,27969000
27881000,27871000
23378000,23383000
23378000,23367000
23378000,23373000
23378000,23379000
50763000,20056000
21562000,51090000
21562000,21568000
20664000,20667000
20664000,20663000
20664000,20680000
20664000,33269000
34096000,34095000
34096000,34097000
34096000,34096000
34096000,53043000
51189000,51190000
51189000,51197000
51189000,51181000
51189000,51188000
32970000,21772000
32970000,32971000
32970000,21771000
32970000,32970000
23927000,24257000
23927000,23927000
23927000,23928000
23927000,24264000
51184000,51329000
51184000,51184000
51954000,51955000
51954000,51953000
51954000,51949000
51954000,51966000
22943000,22944000
22943000,22931000
22943000,22933000
22943000,22926000
22943000,22923000
22943000,22915000
22903000,22901000
22903000,22904000
22903000,22914000
22903000,22910000
25204000,25174000
25204000,25210000
25204000,25205000
25204000,25203000
50622000,22150000
50622000,52194000
50622000,52192000
51453000,51446000
51453000,51453000
23369000,23365000
23369000,23379000
23369000,23367000
35020000,27256000
35020000,27260000
25630000,25626000
25630000,25631000
25630000,25615000
25630000,25634000
50693000,24234000
50693000,24230000
27891000,32837000
27891000,27894000
27891000,27895000
27891000,27890000
26040000,25957000
26040000,26051000
26040000,26042000
26040000,26041000
26056000,26057000
26056000,26053000
26056000,26051000
26056000,26060000
22092000,22091000
22092000,22082000
22092000,22172000
22092000,22094000
22448000,22841000
22448000,22842000
22448000,22444000
22448000,22449000
24221000,24222000
24221000,24223000
24221000,24056000
24221000,24225000
26482000,26468000
26482000,26483000
26482000,50512000
26482000,26924000
50835000,20273000
33667000,33668000
33667000,21237000
32839000,32840000
32839000,32839000
32839000,27106000
32839000,27103000
30075000,30076000
30075000,26499000
26908000,26467000
26908000,26912000
26908000,26907000
26908000,26909000
26330000,26333000
26330000,33580000
26330000,26330000
26330000,26331000
24687000,24688000
24687000,24730000
24687000,54143000
24687000,24682000
23789000,23790000
23789000,23786000
23789000,23789000
23789000,23842000
22891000,22897000
22891000,22888000
22891000,22890000
25073000,25082000
25073000,25088000
25073000,25070000
25073000,25012000
27334000,27336000
27334000,23207000
27334000,27333000
27334000,27337000
22305000,50652000
22305000,22303000
22305000,22305000
22305000,22304000
35008000,25907000
35008000,25857000
35008000,24453000
21403000,21405000
21403000,21416000
21403000,21402000
21403000,21427000
27760000,27784000
27760000,27758000
27760000,27759000
27760000,27763000
20328000,20304000
20328000,20330000
20328000,20334000
20328000,20590000
30021000,23586000
30021000,23796000
30021000,23577000
23334000,23335000
23334000,23246000
23334000,33506000
22436000,33003000
22436000,22437000
22436000,22448000
22436000,22435000
22436000,22444000
24090000,24087000
24090000,24097000
24090000,24091000
24090000,24093000
51119000,51158000
26351000,26350000
26351000,26352000
26351000,26059000
26351000,26356000
51190000,51543000
51190000,51190000
51190000,51544000
51190000,51189000
51190000,51197000
52058000,52057000
52058000,33418000
27369000,27375000
27369000,27367000
27369000,27366000
27369000,27370000
51353000,51352000
51353000,51368000
51353000,51353000
51353000,54122000
51353000,51369000
51353000,51367000
23592000,23589000
23592000,23799000
23592000,23597000
23592000,23595000
23592000,23800000
23777000,52255000
23777000,23772000
23777000,23778000
23777000,23767000
22879000,35045000
22879000,35044000
22879000,22877000
22879000,22876000
20846000,50967000
20846000,20852000
20846000,20847000
20846000,33344000
26685000,26698000
26685000,25564000
26685000,26692000
26685000,26686000
23107000,23104000
23107000,33485000
23107000,23111000
23107000,33486000
25368000,25375000
25368000,25371000
25368000,25379000
25368000,50338000
24708000,24709000
24708000,24708000
24708000,24711000
24708000,24695000
50370000,30060000
50370000,25579000
26827000,26828000
26827000,26826000
26827000,26843000
26827000,26822000
20628000,20626000
20628000,50881000
20628000,20647000
23959000,23976000
23959000,23958000
23959000,23961000
23959000,23956000
22124000,52053000
22124000,33376000
22124000,22128000
22124000,33377000
20754000,20755000
20754000,20759000
20754000,20758000
20754000,20756000
20289000,20285000
20289000,20299000
20289000,20296000
20289000,20288000
52046000,33435000
52046000,54078000
52046000,52047000
52046000,22509000
50250000,25238000
30742000,24319000
30742000,30045000
30742000,30742000
30742000,30741000
22873000,22956000
22873000,22835000
22873000,22871000
25561000,25564000
25561000,25553000
25561000,25549000
25561000,25557000
24663000,24661000
24663000,50222000
24663000,24663000
22867000,22865000
22867000,22888000
22867000,22867000
33003000,22331000
33003000,22404000
33003000,22285000
21969000,33380000
21969000,21971000
21969000,21969000
22976000,33578000
22976000,22961000
22944000,22926000
22944000,22949000
22944000,22951000
22944000,22952000
20679000,20684000
20679000,20692000
20679000,20674000
20679000,20680000
21141000,21170000
21141000,21137000
21141000,23956000
21141000,21139000
27498000,27496000
27498000,27504000
27498000,27495000
27498000,27499000
23015000,23012000
23015000,23006000
23015000,33516000
23015000,23029000
25663000,25661000
25663000,25669000
25663000,25678000
25663000,25662000
26429000,26425000
26429000,26430000
26429000,26413000
26429000,26433000
23310000,51167000
23310000,28260000
23310000,23313000
23310000,23309000
27924000,27931000
27924000,27921000
27924000,27927000
27924000,27923000
23086000,23087000
23086000,23164000
23086000,23090000
23086000,23084000
26089000,51514000
26089000,32975000
26089000,26088000
26089000,26100000
20158000,20159000
20158000,20160000
20158000,20155000
20158000,20501000
21109000,21111000
21109000,21128000
21109000,21108000
21109000,21150000
30039000,24763000
30039000,30765000
30039000,24760000
30039000,24820000
51136000,22484000
51136000,52048000
50238000,24993000
50238000,50238000
22419000,22420000
22419000,22424000
22419000,22411000
22419000,22421000
25549000,25559000
25549000,25561000
25549000,25550000
24680000,24679000
24680000,24716000
24680000,50231000
24680000,24680000
27324000,27326000
27324000,27311000
27324000,27325000
51517000,51566000
51517000,22324000
33298000,21102000
33298000,21107000
33298000,21039000
33298000,21106000
21251000,21252000
21251000,21261000
21251000,21262000
34074000,34075000
34074000,34073000
34074000,34085000
34074000,34068000
33176000,20550000
33176000,33175000
51943000,51944000
51943000,51931000
51943000,51942000
50108000,25492000
50108000,50108000
33610000,33609000
23298000,23301000
23298000,23138000
23298000,23299000
23298000,33506000
21502000,21501000
21502000,33366000
21502000,21540000
27793000,27804000
27793000,32844000
27793000,27794000
25958000,25945000
25958000,25956000
25958000,25946000
25958000,25937000
23441000,23442000
23441000,23430000
23441000,23437000
23441000,23434000
21510000,21507000
21510000,21488000
21510000,21509000
21510000,21515000
24123000,24042000
24123000,24125000
24123000,24122000
24123000,24126000
52022000,52024000
52022000,52021000
52022000,52014000
52022000,33689000
26384000,26373000
26384000,26390000
26384000,26383000
26384000,26375000
27608000,51418000
27608000,27606000
27608000,27601000
27608000,27609000
26435000,26418000
26435000,26440000
26435000,26436000
26435000,26430000
20453000,20447000
20453000,20457000
20453000,20454000
20453000,20456000
22843000,22445000
22843000,50647000
22843000,22843000
21945000,21968000
21945000,33380000
21945000,21945000
21945000,21944000
51386000,51432000
51386000,51386000
51386000,51387000
25631000,25630000
25631000,25617000
25631000,25635000
24975000,24973000
24975000,24971000
24975000,24975000
24975000,24981000
33164000,20112000
33164000,33165000
33164000,20482000
33164000,20148000
27236000,27235000
27236000,27245000
27236000,27226000
27236000,27242000
27750000,27751000
27750000,27758000
27750000,27748000
27750000,27754000
25401000,25402000
25401000,25409000
25401000,25399000
25401000,25400000
25980000,25977000
25980000,25982000
25980000,25985000
25980000,25980000
23566000,23567000
23566000,23568000
23566000,23569000
23566000,23562000
27821000,27822000
27821000,27846000
27821000,27824000
27821000,27817000
20592000,20593000
20592000,20584000
20592000,20591000
20592000,20334000
25827000,25828000
25827000,25818000
25827000,25820000
25827000,25830000
23992000,23993000
23992000,23971000
23992000,23961000
23992000,23995000
34036000,34037000
34036000,34035000
34036000,34032000
34036000,34049000
52010000,52016000
52010000,50926000
52010000,52011000
52010000,52009000
26253000,26245000
26253000,26252000
26253000,27031000
26253000,27029000
50214000,25000000
50214000,50214000
20322000,51982000
20322000,20319000
20322000,20321000
20322000,20361000
34107000,34108000
34107000,34085000
34107000,34117000
34107000,34116000
22831000,33014000
22831000,22833000
22831000,22918000
21933000,21936000
21933000,21931000
26679000,26680000
26679000,26664000
26679000,26682000
26679000,26678000
24844000,50204000
24844000,24844000
24844000,24846000
24844000,24795000
50562000,23143000
50562000,50562000
50909000,21097000
50909000,21036000
27105000,27103000
27105000,27142000
27105000,27109000
27105000,32840000
35048000,54081000
35048000,35048000
35048000,24634000
35048000,24886000
50657000,22289000
50657000,50657000
27442000,27443000
21174000,21170000
21174000,23981000
21174000,54056000
26057000,26056000
26057000,26067000
26057000,26061000
26057000,26055000
25968000,25971000
25968000,25965000
25968000,54043000
25968000,26046000
25070000,25073000
25070000,25004000
25070000,25070000
25070000,50248000
24172000,24166000
24172000,24173000
24172000,24174000
23435000,23436000
23435000,23427000
23435000,23437000
23435000,23381000
20580000,20579000
20580000,20558000
50272000,25158000
50272000,50272000
27957000,27953000
27957000,27956000
27957000,27964000
50698000,33025000
50698000,50698000
50775000,20138000
50775000,20137000
27309000,23190000
27309000,27310000
27309000,27312000
27309000,27307000
25513000,52400000
25513000,25513000
25513000,25509000
25513000,25512000
20191000,33634000
20191000,50794000
20191000,20189000
20191000,20193000
22819000,33736000
22819000,33007000
22819000,22821000
51124000,51125000
51124000,33493000
20126000,20127000
20126000,20131000
20126000,20132000
20126000,20128000
20617000,20644000
20617000,20521000
20617000,20619000
20617000,20618000
22878000,22958000
22878000,22882000
22878000,22877000
20197000,20156000
20197000,20157000
20197000,34011000
51543000,51190000
51543000,51543000
51543000,51211000
51543000,51197000
21043000,21044000
21043000,33662000
21043000,28199000
25058000,50174000
25058000,25058000
25058000,25053000
25058000,25057000
23304000,28260000
23304000,23307000
23304000,23305000
22316000,25757000
22316000,22325000
22316000,25763000
22316000,22046000
21874000,21884000
21874000,21871000
21874000,21872000
21874000,21880000
33757000,33756000
27826000,32850000
27826000,32851000
27826000,27820000
51059000,33390000
51059000,21979000
21895000,21905000
21895000,21906000
21895000,21347000
21895000,21912000
51088000,51099000
51088000,21592000
50190000,25134000
50190000,50190000
27297000,27299000
27297000,27267000
27297000,27298000
27297000,27294000
26399000,26812000
26399000,32825000
26399000,33553000
26399000,26398000
26399000,26829000
26399000,26399000
24156000,24150000
24156000,24160000
24156000,24155000
24156000,24166000
26554000,26553000
26554000,26687000
26554000,26573000
26554000,26551000
21011000,21012000
21011000,21018000
21011000,33325000
21011000,33268000
26417000,26414000
26417000,26418000
26417000,26412000
20486000,20483000
20486000,20492000
20486000,20485000
20486000,20152000
20481000,20490000
20481000,20113000
20481000,20451000
20481000,20482000
34026000,34044000
34026000,34026000
34026000,34024000
34026000,34028000
26843000,26846000
26843000,26827000
26843000,26842000
26843000,26847000
20912000,20915000
20912000,20913000
20912000,20921000
20912000,20917000
27740000,27739000
27740000,27722000
27740000,27741000
26842000,26833000
26842000,26843000
26842000,26844000
26842000,26826000
23250000,51508000
23250000,23257000
23250000,23251000
22352000,22353000
22352000,22351000
22352000,33011000
54106000,54105000
54106000,54104000
32911000,51516000
32911000,32910000
32911000,27055000
23599000,50000000
23599000,24495000
23599000,33776000
23599000,54006000
51931000,51944000
51931000,51933000
51931000,51930000
51931000,51932000
34052000,34053000
34052000,34054000
34052000,34051000
34052000,34065000
51414000,27627000
51076000,22214000
51076000,22218000
24025000,24020000
24025000,24044000
24025000,33040000
24025000,52183000
22795000,22790000
22795000,22792000
21897000,33362000
21897000,21898000
21897000,21354000
50862000,20234000
50862000,33084000
24861000,24819000
24861000,30719000
24861000,24867000
24861000,50365000
22705000,33418000
22705000,22744000
22705000,22704000
20355000,20348000
20355000,20353000
20355000,20356000
20355000,20363000
51922000,21268000
51922000,51921000
34014000,24811000
34014000,24810000
34014000,24570000
34014000,24819000
51288000,51287000
26980000,26981000
26980000,26792000
26980000,26787000
26980000,26989000
26980000,26988000
50621000,22143000
50621000,22149000
26830000,50513000
26830000,26830000
26830000,26831000
26830000,26829000
25932000,25933000
25932000,25925000
25932000,25935000
25932000,25927000
23042000,23055000
23042000,23041000
23042000,23052000
23042000,33491000
27051000,27049000
27051000,27034000
27051000,27055000
21442000,21444000
21442000,21441000
21442000,21443000
50066000,50067000
50066000,24509000
50066000,52307000
20544000,33171000
20544000,51983000
20544000,52119000
20544000,20465000
33495000,22000000
33495000,33495000
33495000,21998000
50715000,23688000
50715000,50715000
23468000,23470000
23468000,23444000
23468000,23474000
23468000,23467000
23026000,23061000
23026000,33415000
23026000,23034000
23026000,23030000
21633000,21635000
21633000,21618000
21633000,21621000
21633000,21628000
51962000,51933000
51962000,51961000
51962000,51930000
51962000,51963000
52013000,21013000
52013000,52012000
52013000,52011000
27990000,27991000
27990000,27995000
27990000,28006000
27990000,27989000
25145000,25161000
25145000,25144000
25145000,25142000
21885000,21949000
21885000,33370000
21885000,21884000
20987000,20986000
20987000,21649000
20987000,20985000
20987000,20988000
24743000,24747000
24743000,24739000
24743000,50225000
24743000,24746000
20224000,20213000
20224000,20223000
20224000,20669000
20224000,20211000
23168000,23171000
23168000,23167000
23168000,23159000
23168000,23170000
26581000,26579000
26581000,26659000
26581000,26661000
26581000,26580000
54201000,54202000
54201000,54203000
54201000,54201000
54201000,54195000
51507000,27092000
51507000,27097000
20650000,51663000
20650000,20652000
20650000,33647000
20650000,28173000
51911000,33677000
51911000,51911000
25022000,54157000
25022000,25022000
25022000,25018000
25022000,25019000
27007000,27010000
27007000,27005000
27007000,27026000
22328000,22329000
22328000,22328000
22328000,22312000
22328000,22345000
21430000,21416000
21430000,21403000
21430000,21421000
21430000,21438000
25172000,25199000
25172000,30081000
25172000,25167000
25172000,25170000
27406000,27408000
27406000,27400000
27406000,27405000
27406000,27681000
23337000,23340000
23337000,23338000
23337000,23336000
23337000,23337000
33547000,27027000
33547000,27020000
25598000,25597000
25598000,30766000
25598000,25576000
21333000,21349000
21333000,21332000
21333000,21341000
51950000,51949000
51950000,51939000
51950000,51953000
51950000,33226000
27859000,27857000
27859000,27860000
27859000,27856000
27859000,51489000
27859000,27859000
26363000,26364000
26363000,26368000
26363000,26362000
26363000,26079000
25465000,25462000
25465000,25468000
25465000,25469000
25465000,30035000
50248000,25070000
50248000,50248000
21928000,21935000
21928000,21928000
21928000,21927000
21928000,21941000
21404000,21395000
21404000,21416000
21404000,21402000
24189000,24195000
24189000,24187000
24189000,24186000
24189000,24190000
35036000,35037000
35036000,35040000
35036000,35036000
35036000,50154000
22354000,35041000
22354000,33015000
22354000,22360000
52195000,52196000
52195000,52197000
52195000,52194000
54189000,54190000
54189000,54189000
54189000,54188000
28079000,32826000
28079000,32827000
28079000,27216000
28079000,26486000
24615000,24614000
