CNN,SP
27910000,27908000
27910000,27911000
27910000,27909000
27910000,27985000
26497000,30077000
26497000,26503000
26497000,25220000
26497000,26498000
50649000,22402000
50649000,50649000
26075000,26068000
26075000,26076000
26075000,26074000
26075000,26616000
51644000,51696000
51644000,20057000
50746000,51702000
50746000,20707000
24240000,24229000
24240000,24237000
24240000,24239000
24240000,24240000
51144000,54232000
51144000,22459000
23363000,23372000
23363000,23357000
23363000,23342000
23363000,23364000
26501000,26494000
26501000,26502000
26501000,25216000
20570000,20574000
20570000,20569000
20570000,33177000
20570000,20575000
51215000,51217000
51215000,51220000
51215000,51479000
51215000,54241000
33684000,21605000
33684000,20433000
26927000,26926000
26927000,26929000
26927000,26927000
26927000,26937000
52087000,33709000
50291000,26732000
50291000,50291000
33284000,20815000
33284000,50893000
33284000,33284000
27398000,27400000
27398000,23293000
27398000,27397000
27398000,27673000
25602000,25604000
25602000,24103000
25602000,25603000
25602000,21898000
24704000,24704000
24704000,50233000
24704000,24757000
24704000,24711000
24704000,24703000
24704000,24699000
23257000,23258000
23257000,23282000
23257000,23250000
23257000,23256000
22172000,33523000
22172000,22174000
22172000,22094000
21422000,21423000
21422000,21419000
21422000,21424000
20637000,20604000
20637000,20641000
20637000,20633000
20637000,20640000
23683000,23744000
23683000,23745000
23683000,23749000
23683000,23682000
34127000,34128000
34127000,34129000
34127000,34127000
34127000,53042000
21848000,21847000
21848000,21846000
21848000,21839000
21848000,21875000
51428000,27595000
51632000,50730000
51632000,33081000
27841000,28017000
27841000,27558000
27841000,27559000
27841000,27842000
24109000,25606000
24109000,25640000
24109000,24110000
24109000,24104000
21555000,21542000
21555000,21554000
21555000,21569000
21555000,21555000
22274000,22270000
22274000,22272000
22274000,22286000
22274000,22290000
24875000,24878000
24875000,25386000
24875000,24880000
24875000,24876000
50182000,25050000
50182000,50182000
24535000,24539000
24535000,24519000
24535000,24536000
26715000,26713000
26715000,26716000
26715000,26721000
26715000,26699000
26796000,26996000
26796000,26796000
26796000,26989000
26796000,26799000
26796000,30763000
26796000,27015000
22898000,32987000
52075000,22487000
30080000,25201000
30080000,30079000
30080000,25215000
20865000,20868000
20865000,20852000
20865000,20867000
20865000,20866000
27222000,26934000
27222000,27228000
27222000,27223000
27222000,27561000
27065000,27079000
27065000,27081000
27065000,27075000
27065000,27072000
24210000,50016000
24210000,24210000
24210000,24230000
24210000,24209000
33579000,26166000
33579000,26168000
33579000,50586000
33579000,26171000
52232000,52141000
52232000,52122000
52232000,33178000
52232000,20573000
27648000,27544000
27648000,27654000
27648000,27653000
27648000,27647000
25088000,25082000
25088000,25093000
25088000,25089000
25813000,25792000
25813000,25815000
25813000,25814000
25813000,25811000
26237000,32965000
26237000,26240000
26237000,26239000
23978000,23985000
23978000,23976000
23978000,23979000
23978000,23975000
33351000,51000000
33351000,33351000
33351000,21447000
33351000,33844000
22143000,50616000
22143000,22143000
22143000,22119000
22143000,50621000
24404000,24394000
24404000,24407000
24404000,24390000
27278000,27282000
27278000,27277000
27278000,27274000
27278000,27281000
26665000,26676000
26665000,26730000
26665000,26745000
26665000,26744000
52063000,52064000
52063000,52063000
33022000,33597000
33022000,22653000
33022000,33598000
27349000,27165000
27349000,27351000
27349000,27350000
27349000,27328000
27349000,27348000
27091000,27092000
27091000,27040000
27091000,27044000
33448000,33516000
33448000,23008000
33448000,23015000
54044000,54043000
54044000,54044000
54044000,25956000
54044000,25965000
50877000,20485000
25383000,50133000
25383000,25383000
25383000,25382000
25383000,25371000
35001000,33288000
35001000,33753000
35001000,20828000
35001000,20820000
54354000,23782000
54354000,54355000
54115000,54114000
54115000,54116000
54115000,54115000
23847000,34186000
23847000,50103000
23847000,28187000
22012000,22006000
22012000,22031000
22012000,51051000
22012000,22005000
23466000,23464000
23466000,23471000
23466000,23469000
23466000,23465000
20633000,20631000
20633000,20638000
20633000,20637000
20633000,33272000
24273000,24298000
24273000,24272000
24273000,24277000
26534000,26561000
26534000,26532000
26534000,26533000
26534000,26605000
23537000,23539000
23537000,23536000
23537000,23542000
23537000,51744000
24699000,24695000
24699000,24694000
24699000,24704000
24699000,24757000
51153000,33432000
51153000,51154000
26464000,26456000
26464000,26464000
26464000,26465000
26464000,26460000
25566000,25557000
25566000,25567000
25566000,26691000
25566000,25565000
51536000,51534000
51536000,54203000
51536000,51535000
51536000,51532000
21560000,21542000
21560000,21557000
21560000,21562000
21560000,51090000
23770000,23752000
23770000,23772000
23770000,23759000
23770000,23771000
21076000,21184000
21076000,21078000
21076000,21055000
21076000,21077000
21029000,51863000
21029000,52005000
21029000,21056000
21029000,21030000
50524000,27219000
50524000,50524000
27386000,27388000
27386000,27381000
27386000,27385000
27386000,27389000
23679000,23744000
23679000,23678000
23679000,23682000
23679000,23670000
54223000,26132000
54223000,32954000
23716000,23720000
23716000,23722000
23716000,51827000
23716000,23721000
25798000,25800000
25798000,25797000
25798000,25799000
25798000,25798000
50546000,32878000
50546000,50545000
21881000,21883000
21881000,21932000
21881000,21880000
22417000,50630000
22417000,22417000
22417000,22439000
22417000,22414000
20046000,20044000
20046000,20046000
20046000,20058000
20046000,33128000
20046000,20077000
23821000,23822000
23821000,23798000
23821000,23825000
26403000,26402000
26403000,26407000
26403000,26404000
26403000,26406000
20472000,34020000
20472000,20471000
20472000,20479000
20472000,20469000
20472000,20478000
25940000,25945000
25940000,24472000
25940000,24473000
25940000,25941000
50243000,25016000
50243000,50243000
27350000,27353000
27350000,27327000
27350000,27349000
51405000,27633000
24656000,30768000
24656000,50263000
24656000,24656000
33478000,33472000
33478000,33470000
33478000,33477000
33478000,33474000
26011000,26008000
26011000,26026000
26011000,26010000
26011000,26019000
26011000,26024000
23159000,23161000
23159000,23150000
23159000,23158000
23159000,23168000
22718000,22699000
22718000,22719000
22718000,22717000
22718000,22715000
54092000,34172000
54092000,54093000
54092000,54090000
54092000,54100000
26082000,26080000
26082000,22322000
26082000,26083000
26082000,51040000
23367000,33563000
23367000,23364000
23367000,23369000
27681000,27683000
27681000,27675000
27681000,27406000
27681000,27682000
26895000,26893000
26895000,26896000
26895000,26890000
34038000,34037000
34038000,34039000
34038000,34029000
50729000,23529000
50729000,23531000
21507000,21508000
21507000,21510000
24011000,24014000
24011000,24010000
24011000,24023000
24011000,24009000
20669000,20224000
20669000,20668000
20669000,20665000
24923000,24929000
24923000,24326000
24923000,24934000
24923000,24924000
26272000,26273000
26272000,26262000
26272000,26276000
26272000,26278000
50800000,51942000
50800000,51941000
33624000,33623000
33624000,51737000
33624000,33624000
33624000,33622000
24437000,24462000
24437000,24437000
24437000,24438000
24437000,24459000
24437000,24434000
51129000,33443000
51129000,33454000
50231000,24680000
50231000,50231000
26698000,26685000
26698000,26710000
26698000,26693000
26698000,26687000
22199000,22185000
22199000,22200000
22199000,22198000
24644000,24648000
24644000,24650000
24644000,24658000
24644000,54164000
20767000,20745000
20767000,20767000
20767000,20762000
20767000,51667000
23028000,23034000
23028000,23031000
23028000,23024000
23028000,23027000
22270000,22274000
22270000,33421000
22270000,22271000
34067000,34068000
34067000,34066000
34067000,34063000
34067000,34075000
21193000,51879000
21193000,50938000
21193000,21198000
21193000,21195000
27550000,27552000
27550000,27528000
27550000,27832000
27550000,27549000
26437000,32859000
26437000,26422000
26437000,26436000
26437000,26438000
25405000,25456000
25405000,25409000
25405000,25410000
25405000,25406000
21318000,21301000
21318000,21317000
21318000,21319000
25715000,33616000
23291000,23293000
23291000,23286000
23291000,23289000
23291000,23292000
21495000,21496000
21495000,21494000
21495000,21508000
23880000,33614000
23880000,23879000
23880000,23866000
51084000,22063000
51084000,51084000
34139000,34140000
34139000,53053000
34139000,53055000
22045000,22025000
22045000,22046000
22045000,22044000
33612000,23142000
33612000,33612000
33612000,23141000
33612000,23143000
24306000,24312000
24306000,24305000
24306000,24302000
24306000,24412000
22483000,22484000
22483000,22487000
22483000,22482000
24198000,24203000
24198000,23881000
24198000,52110000
24198000,24204000
24198000,24200000
50219000,24978000
50219000,50219000
22471000,21593000
22471000,22476000
22471000,22472000
22471000,21598000
25530000,25519000
25530000,25568000
25530000,25521000
22836000,22835000
22836000,22920000
22836000,22821000
22836000,22833000
32924000,26018000
32924000,25826000
32924000,26013000
22554000,33475000
22554000,22555000
22554000,22554000
22554000,51452000
22554000,33479000
20142000,20148000
20142000,20144000
20142000,51946000
22897000,22895000
22897000,27038000
22897000,22891000
22897000,22897000
22897000,22899000
25158000,50275000
25158000,25142000
25158000,50272000
25158000,25158000
20577000,20599000
20577000,20572000
20577000,20598000
20577000,20576000
51559000,51560000
51559000,51559000
27419000,27417000
27419000,27378000
27419000,27420000
25973000,25971000
25973000,26044000
25973000,26048000
25973000,25972000
33776000,23601000
33776000,23599000
33776000,24503000
33776000,23603000
51368000,54126000
51368000,51366000
51368000,51367000
51368000,51371000
21483000,21484000
21483000,21481000
23749000,23748000
23749000,23750000
23749000,23770000
23749000,23752000
26010000,26011000
26010000,26007000
26010000,26005000
26863000,26881000
26863000,26862000
26863000,26885000
26863000,26861000
33600000,33601000
33600000,22620000
24175000,24180000
24175000,24181000
24175000,24176000
24175000,24175000
52003000,21279000
52003000,21281000
51105000,21564000
26436000,32860000
26436000,26419000
26436000,26437000
26436000,26435000
20790000,20779000
20790000,20791000
20790000,21021000
20790000,21022000
25518000,30073000
25518000,50342000
25518000,25519000
25518000,25530000
24601000,24604000
24601000,24544000
24601000,24601000
24601000,24530000
26862000,26841000
26862000,26863000
26862000,26884000
26862000,26860000
20861000,20858000
20861000,20863000
20861000,20885000
33219000,33223000
33219000,33222000
33219000,20092000
33219000,33644000
23192000,23185000
23192000,23194000
23192000,23202000
23192000,23191000
27076000,27077000
27076000,27078000
27076000,27056000
27076000,50534000
25063000,30068000
25063000,25064000
25063000,25111000
21471000,33353000
21471000,33352000
21471000,21453000
21471000,21472000
27714000,27688000
27714000,27716000
27714000,27713000
27714000,27723000
23051000,23038000
23051000,23095000
23051000,23047000
23051000,23050000
34071000,34072000
34071000,34082000
34071000,34095000
33588000,32987000
33588000,22898000
33588000,33589000
33588000,33588000
24044000,24047000
24044000,24050000
24044000,24048000
24044000,24024000
27218000,50523000
27218000,27218000
27218000,27225000
27218000,27219000
51991000,20413000
51991000,50983000
50195000,25306000
50195000,50195000
22209000,22208000
22209000,22211000
22209000,22220000
22209000,22206000
24470000,24476000
24470000,24467000
24470000,50327000
24470000,50326000
27289000,27291000
27289000,27283000
27289000,27301000
27289000,27288000
20118000,20117000
20118000,20120000
20118000,20072000
20118000,20136000
22635000,22676000
22635000,22656000
22635000,22659000
22635000,22636000
51936000,51933000
51936000,51937000
51936000,51935000
51936000,51963000
27157000,27155000
27157000,27172000
27157000,27156000
26847000,26848000
26847000,26843000
26847000,26828000
26847000,26849000
25949000,26037000
25949000,25902000
25949000,25900000
25949000,25994000
27431000,27437000
27431000,27429000
27431000,27428000
27431000,27432000
27583000,27582000
27583000,27584000
27583000,27577000
27583000,27587000
20561000,33180000
20561000,20562000
20561000,20559000
20561000,20560000
21652000,21650000
21652000,21638000
21652000,21659000
21652000,21651000
27502000,27631000
27502000,27500000
27502000,27503000
27502000,27491000
25342000,28180000
25342000,25327000
25342000,30716000
23913000,23912000
23913000,23914000
23913000,23895000
23913000,23893000
51979000,20552000
51979000,51979000
51081000,22100000
22078000,22071000
22078000,22079000
22078000,22070000
22078000,22078000
25525000,25526000
25525000,25534000
25525000,25528000
25525000,25523000
26392000,26383000
26392000,26396000
26392000,26393000
26392000,26395000
24596000,24595000
24596000,24540000
24596000,24599000
24596000,24598000
24339000,24336000
24339000,24342000
24339000,24338000
22706000,22708000
22706000,22709000
51176000,51487000
51176000,51374000
27644000,27646000
27644000,27540000
27644000,27647000
27644000,27643000
24765000,24759000
24765000,24766000
24765000,24762000
24765000,24764000
34019000,20455000
34019000,20454000
34019000,20488000
34019000,34020000
51560000,51559000
51560000,51560000
51560000,28013000
51560000,33559000
27026000,27010000
27026000,27007000
27026000,27025000
27026000,27026000
27026000,51476000
27715000,27720000
27715000,27713000
27715000,27716000
27715000,27712000
25191000,26490000
25191000,25186000
25191000,25188000
25191000,25187000
23243000,23242000
23243000,23243000
23243000,23130000
23356000,23394000
23356000,23355000
23356000,23375000
23356000,23354000
23690000,23692000
23690000,54041000
23690000,23691000
23690000,23690000
25617000,25615000
25617000,25632000
25617000,25614000
25617000,25631000
50716000,23612000
50716000,23615000
23782000,54354000
23782000,54094000
23782000,23578000
23782000,23784000
27857000,27849000
27857000,27859000
27857000,27854000
27857000,27858000
51967000,21619000
51967000,21613000
21947000,33402000
21947000,21948000
21947000,21968000
21947000,21945000
20112000,28232000
20112000,20113000
20112000,33164000
20112000,28193000
25880000,25975000
25880000,25730000
25880000,25881000
25880000,25806000
22788000,22781000
22788000,22786000
22788000,33409000
21890000,21841000
21890000,21329000
21890000,21328000
21890000,21891000
26469000,26424000
26469000,26471000
26469000,26470000
50706000,24093000
24634000,24884000
24634000,24633000
24634000,35048000
24634000,24886000
34143000,34142000
34143000,34143000
34143000,34139000
34143000,53056000
34143000,53055000
34007000,34004000
34007000,34007000
34007000,20540000
34007000,34008000
22799000,22800000
22799000,22801000
22799000,22798000
22799000,22803000
52410000,51601000
52410000,51835000
52410000,51833000
52410000,51851000
51512000,32957000
51512000,32956000
50614000,22659000
50614000,50614000
25060000,25321000
25060000,25330000
25060000,25031000
50598000,32950000
50598000,50598000
25925000,25918000
25925000,25932000
25925000,25926000
25925000,25929000
25027000,25040000
25027000,30066000
25027000,25053000
25027000,25026000
27321000,32879000
27321000,50547000
27321000,27321000
21435000,21439000
21435000,21440000
21435000,21435000
21435000,51016000
20537000,20538000
20537000,20537000
20537000,20535000
20537000,20539000
54158000,54330000
54158000,54159000
21997000,21983000
21997000,21997000
21997000,22278000
21997000,21995000
27747000,32868000
27747000,27790000
27747000,27745000
30008000,23910000
30008000,23907000
30008000,50056000
30008000,30008000
22068000,21758000
22068000,22070000
22068000,22069000
22068000,22068000
24077000,24078000
24077000,23997000
24077000,24079000
24077000,23991000
24572000,54151000
24572000,24570000
24572000,24571000
24572000,30056000
21681000,21684000
21681000,21683000
21681000,21679000
21681000,21682000
22776000,22777000
22776000,22778000
22776000,22748000
21878000,21879000
21878000,21875000
21878000,21871000
26338000,26343000
26338000,26337000
26338000,26342000
26338000,26409000
26235000,22441000
26235000,26236000
26235000,32965000
50898000,21111000
50898000,50898000
51547000,51262000
51547000,51236000
51547000,51548000
51547000,51547000
26764000,26776000
26764000,26783000
26764000,26980000
26764000,26786000
26764000,26784000
26306000,26295000
26306000,26306000
26306000,32915000
26306000,32916000
50602000,26247000
33121000,20034000
33121000,20039000
33121000,20044000
25913000,25930000
25913000,25914000
25913000,30071000
25913000,25927000
25030000,25032000
25030000,24781000
25030000,25029000
27190000,32855000
27190000,27190000
26377000,26380000
26377000,26371000
26377000,26379000
26377000,26376000
33181000,33174000
33181000,33182000
33181000,20556000
54027000,54026000
54027000,54027000
30027000,25571000
30027000,25577000
52192000,52193000
52192000,52192000
52192000,52187000
52192000,50622000
20304000,20328000
20304000,20330000
20304000,20303000
20304000,20580000
20304000,20579000
21685000,21716000
21685000,21648000
21685000,21686000
21685000,21718000
50147000,30760000
50147000,50147000
28152000,51645000
28152000,51646000
28152000,33635000
28152000,28150000
28152000,28166000
27254000,27253000
27254000,27252000
27254000,27189000
23946000,24282000
23946000,24280000
23946000,24281000
23946000,24287000
20375000,20373000
20375000,20375000
20375000,33605000
20375000,20369000
23662000,23659000
23662000,23660000
23662000,23662000
22764000,22766000
22764000,22763000
22764000,22817000
50783000,28222000
50783000,50783000
24372000,24370000
24372000,24379000
24372000,24171000
24372000,24383000
26590000,26592000
26590000,26589000
26590000,26596000
26590000,26594000
30729000,24568000
30729000,30728000
30729000,24673000
30729000,24554000
30729000,24573000
30729000,24671000
30729000,30730000
54182000,33733000
54182000,54182000
54182000,26310000
54182000,27060000
21863000,54184000
21863000,33371000
21863000,21862000
24798000,24570000
24798000,24800000
24798000,50157000
24798000,24801000
20517000,20493000
20517000,20489000
20517000,20521000
20517000,20487000
25901000,25903000
25901000,25902000
25901000,54055000
25003000,24981000
25003000,25004000
25003000,25000000
22963000,32993000
22963000,22928000
22963000,22964000
21411000,21726000
21411000,21409000
21411000,21713000
21411000,21412000
20513000,20514000
20513000,20513000
20513000,20512000
20513000,20508000
21128000,21164000
21128000,21109000
21128000,21127000
32876000,27121000
32876000,27122000
32876000,27131000
23389000,23390000
23389000,23348000
23389000,23354000
23389000,23387000
25650000,25643000
25650000,25652000
25650000,25647000
25650000,25651000
22707000,22710000
22707000,22745000
22707000,22704000
22707000,22712000
27911000,27918000
27911000,27920000
27911000,27986000
27911000,27916000
22752000,22746000
22752000,22753000
22752000,22688000
22752000,22674000
50652000,22305000
50652000,33595000
33018000,50667000
33018000,33019000
24241000,52256000
24241000,24349000
24241000,24344000
24241000,24386000
22406000,22331000
22406000,22405000
22406000,22410000
20801000,20799000
20801000,20805000
54170000,54171000
54170000,54170000
54170000,51171000
54170000,33710000
20571000,20585000
20571000,20560000
20571000,20586000
20571000,20563000
26928000,26930000
26928000,26924000
26928000,26929000
26928000,26483000
24968000,25165000
24968000,24957000
24968000,25090000
24968000,24959000
20501000,20503000
20501000,20499000
20501000,20158000
20501000,20500000
25093000,30047000
25093000,25092000
25093000,25095000
23258000,23257000
23258000,23282000
23258000,23253000
23258000,23259000
51663000,20650000
51663000,20652000
33516000,33448000
33516000,23015000
21423000,33358000
21423000,33357000
21423000,21422000
21423000,21470000
27780000,27779000
27780000,27801000
27780000,27778000
27780000,27934000
23062000,23063000
23062000,23066000
23062000,23061000
25434000,25435000
25434000,25508000
25434000,25433000
25434000,25437000
23638000,23659000
23638000,23662000
23638000,50722000
23638000,23638000
21849000,21904000
21849000,21876000
21849000,21848000
24110000,24106000
24110000,25607000
24110000,24109000
24110000,24116000
21085000,21086000
21085000,21071000
21085000,21079000
21085000,21153000
26371000,26372000
26371000,26357000
26371000,26377000
26371000,26355000
32882000,32883000
32882000,32882000
32882000,27099000
32882000,27094000
24536000,24525000
24536000,24535000
24536000,24536000
24536000,50058000
27300000,27475000
27300000,27476000
27300000,27481000
27300000,27298000
26775000,26970000
26775000,26964000
26775000,26775000
26775000,26774000
25877000,25865000
25877000,25876000
25877000,25877000
24979000,24981000
24979000,24747000
24979000,24978000
26797000,26791000
26797000,26790000
26797000,26794000
26797000,26793000
23183000,23161000
23183000,23196000
23183000,23182000
23183000,23195000
22285000,22289000
22285000,22287000
22285000,22277000
22285000,33003000
21387000,21383000
21387000,21388000
21387000,51009000
20866000,20875000
20866000,20854000
20866000,20865000
20866000,20874000
23275000,23267000
23275000,23274000
23275000,23288000
26588000,26518000
26588000,26589000
26588000,26585000
26588000,26587000
27223000,27221000
27223000,27222000
27223000,27561000
33504000,23131000
33504000,23125000
33504000,23130000
33504000,23129000
33580000,26316000
33580000,26330000
33580000,33580000
33580000,33652000
52018000,52226000
52018000,51664000
52018000,52025000
52018000,52437000
50111000,25555000
50111000,50111000
23553000,23560000
23553000,23555000
23553000,33627000
23553000,23562000
24732000,24733000
24732000,24734000
24732000,24731000
24732000,24732000
25814000,25793000
25814000,25822000
25814000,25807000
25814000,25827000
25814000,25820000
54137000,54136000
54137000,54137000
23979000,23977000
23979000,23988000
23979000,23994000
23979000,23978000
26240000,26241000
26240000,26236000
26240000,26237000
23488000,27768000
23488000,23486000
23488000,23489000
23488000,23485000
54146000,54145000
54146000,54146000
54146000,25238000
54146000,25094000
51452000,22554000
51452000,51452000
22570000,51448000
22570000,22568000
22570000,33488000
22570000,22565000
21511000,21519000
21511000,21520000
21511000,21505000
21511000,21525000
23171000,23168000
23171000,23195000
23171000,23161000
23171000,23172000
22273000,22286000
22273000,22157000
22273000,22272000
22273000,22291000
33023000,25721000
33023000,33023000
33023000,25725000
33023000,25705000
27092000,27091000
27092000,27102000
27092000,27097000
27092000,51507000
21582000,33441000
21582000,22455000
21582000,21589000
21582000,33438000
21161000,21151000
21161000,21175000
21161000,21282000
21161000,21162000
50997000,21377000
23422000,27695000
23422000,23419000
23422000,23421000
25749000,25751000
25749000,25754000
25749000,25784000
25749000,25748000
26308000,26305000
26308000,26310000
26308000,26309000
26308000,32915000
26770000,26965000
26770000,26751000
26770000,26769000
54355000,23652000
54355000,54354000
22716000,22719000
22716000,22544000
22716000,22715000
22716000,22720000
23848000,23846000
23848000,23849000
23848000,23751000
23848000,28187000
23848000,23857000
25820000,25815000
25820000,25827000
25820000,25814000
22013000,52029000
22013000,52028000
22013000,22006000
22013000,22014000
54134000,51550000
54134000,51266000
54134000,54134000
24274000,24275000
24274000,24262000
24274000,24250000
24274000,24290000
25891000,25869000
25891000,25890000
25891000,25896000
25891000,25904000
26535000,25302000
26535000,26538000
26535000,26536000
26535000,26540000
25563000,25564000
25563000,25562000
25563000,25549000
25563000,26686000
24700000,24753000
24700000,24698000
24700000,24701000
24700000,24703000
34154000,34041000
34154000,34043000
22865000,22886000
22865000,22882000
22865000,22863000
21030000,33663000
21030000,33662000
21030000,21029000
21030000,51864000
21030000,21056000
26033000,26318000
26033000,26319000
26033000,26022000
26033000,26034000
26033000,26323000
23707000,33047000
23707000,23705000
23707000,23706000
50985000,20411000
50985000,50985000
51963000,51962000
51963000,51951000
51963000,51964000
51963000,51936000
25398000,25449000
25398000,25382000
25398000,25399000
25398000,25397000
50128000,50339000
50128000,50338000
50128000,25373000
50128000,35014000
22008000,22007000
22008000,22004000
22008000,51468000
22704000,33422000
22704000,22708000
22704000,22706000
21806000,52093000
21806000,52092000
21806000,52094000
20908000,33312000
20908000,20902000
20010000,51652000
20010000,20435000
20010000,28144000
27813000,27810000
27813000,27524000
27813000,27811000
27813000,27815000
34170000,34171000
34170000,34169000
34170000,34181000
34170000,34157000
28223000,50784000
28223000,28223000
28223000,28222000
28223000,33204000
54122000,54123000
54122000,54122000
54122000,51348000
50530000,28040000
26739000,26740000
26739000,26722000
26739000,26738000
26739000,26753000
26404000,26405000
26404000,26215000
26404000,26403000
26404000,26335000
26246000,26243000
26246000,32950000
26246000,26230000
26246000,26239000
20473000,20475000
20473000,20471000
20473000,20458000
22734000,22713000
22734000,22749000
22734000,22775000
22734000,22774000
50893000,33284000
50893000,50893000
20899000,20894000
20899000,20897000
33468000,22549000
33468000,33473000
33468000,33475000
33468000,33469000
23160000,23182000
23160000,23158000
23160000,23161000
23160000,23156000
24340000,24366000
24340000,24340000
24340000,24142000
24340000,24341000
25421000,50135000
25421000,25421000
25421000,25413000
25421000,25417000
20896000,33313000
20896000,20654000
20896000,20651000
20896000,20894000
27682000,27684000
27682000,27676000
27682000,27685000
27682000,27681000
26459000,26456000
26459000,26458000
26459000,26459000
26459000,26465000
25847000,25849000
25847000,24403000
25847000,25848000
25847000,25847000
33013000,33007000
33013000,22821000
54110000,34174000
24012000,24009000
24012000,24030000
24012000,24014000
24012000,24008000
26273000,26277000
26273000,26279000
26273000,26274000
26273000,26272000
23135000,23136000
23135000,28260000
23135000,23126000
23135000,23134000
24438000,24460000
24438000,24438000
24438000,24437000
24438000,24436000
21339000,21337000
21339000,21340000
21339000,21339000
21339000,21334000
26699000,26711000
26699000,26696000
26699000,26715000
50601000,32951000
24864000,50125000
24864000,24864000
24864000,35039000
24864000,35038000
30768000,54124000
30768000,24902000
30768000,24649000
30768000,24656000
30768000,30738000
30768000,24655000
30762000,25594000
30762000,25484000
27125000,27126000
27125000,27113000
27125000,27100000
50063000,30011000
50063000,50063000
25290000,30723000
25290000,25284000
20599000,20601000
20599000,20600000
20599000,20631000
20599000,20577000
22680000,22679000
22680000,33022000
22680000,22681000
23455000,23456000
23455000,23491000
23455000,23492000
23455000,23452000
50292000,26652000
50292000,50292000
32958000,28245000
32958000,50605000
32958000,26135000
32958000,26136000
23881000,33614000
23881000,24198000
23881000,33031000
23881000,24190000
34182000,34183000
34182000,34181000
52302000,33394000
52302000,52261000
52302000,52130000
52302000,52128000
50506000,26868000
50506000,30820000
27613000,51415000
27613000,27611000
27613000,27612000
27613000,27627000
33029000,33028000
33029000,33030000
33029000,33029000
33029000,24337000
24919000,24916000
24919000,24952000
24919000,24918000
24021000,24010000
24021000,24025000
24021000,24023000
24021000,24019000
24307000,24247000
24307000,24308000
24307000,24417000
24307000,24307000
22225000,54166000
22225000,22228000
22225000,22158000
22225000,22235000
20429000,20427000
20429000,20429000
20429000,20430000
20429000,20426000
22183000,21600000
22183000,33460000
22183000,22182000
26568000,26555000
26568000,26571000
26568000,26567000
26568000,26572000
51532000,51536000
51532000,51535000
51532000,51533000
51532000,27027000
32925000,26200000
32925000,26205000
32925000,32927000
32925000,32926000
30750000,24444000
30750000,24455000
30750000,30749000
30750000,30751000
26994000,27012000
26994000,27004000
26994000,27011000
26994000,26993000
20883000,20938000
20883000,20953000
20883000,20881000
20883000,20936000
50949000,20936000
21063000,21068000
21063000,21061000
21063000,21067000
24464000,24463000
24464000,24462000
24464000,50326000
24464000,24469000
22668000,22746000
22668000,22744000
22668000,52056000
27420000,27418000
27420000,27419000
27420000,27423000
33242000,33243000
33242000,33241000
33242000,33242000
50161000,30040000
50161000,50161000
23750000,23753000
23750000,23747000
23750000,23749000
23750000,23751000
25121000,25107000
25121000,25120000
25121000,25130000
52081000,23056000
52081000,33491000
27965000,27942000
27965000,27962000
27965000,27964000
21915000,21920000
21915000,21900000
21915000,21899000
21915000,21916000
24176000,24165000
24176000,24174000
24176000,24175000
24176000,24176000
21096000,21095000
21096000,21114000
21096000,21096000
21096000,21126000
22341000,22343000
22341000,22346000
22341000,32982000
22341000,22336000
22341000,32981000
50225000,24743000
50225000,24746000
20506000,20505000
20506000,20503000
20506000,20507000
20506000,20484000
23215000,23121000
23215000,32889000
23215000,23214000
23215000,23217000
26109000,32940000
26109000,50604000
26109000,26154000
26109000,26097000
26109000,26106000
26109000,26109000
26109000,26153000
33432000,22536000
33432000,33432000
33432000,51153000
33432000,51154000
22767000,22769000
22767000,22757000
22767000,22765000
22767000,22772000
51835000,51696000
51835000,52410000
51835000,51834000
51835000,51853000
50937000,51880000
50039000,30016000
50039000,50039000
20932000,20929000
20932000,20934000
20932000,20927000
23286000,23285000
23286000,23291000
23286000,23287000
23286000,23281000
23193000,27312000
23193000,23191000
23193000,23194000
23193000,23190000
50030000,24483000
50030000,50030000
52029000,22013000
52029000,52028000
24902000,24656000
24902000,24904000
24902000,24901000
24902000,24892000
23619000,23624000
23619000,23643000
23619000,23618000
32977000,33570000
32977000,32979000
32977000,32978000
54074000,34069000
54074000,54074000
54119000,54121000
54119000,20371000
54119000,54119000
54119000,54118000
51380000,51558000
51380000,51488000
51380000,51381000
51380000,51176000
34072000,34073000
34072000,34071000
34072000,34106000
34072000,34083000
27524000,27810000
27524000,27820000
27524000,27826000
24045000,24033000
24045000,24050000
24045000,24046000
24045000,24052000
23046000,23036000
23046000,23046000
23046000,23045000
23046000,23038000
22210000,22211000
22210000,22221000
22210000,22573000
22210000,22206000
25547000,25541000
25547000,25545000
25547000,25559000
25547000,25547000
52263000,52262000
52263000,51080000
24471000,24461000
24471000,24451000
24471000,25919000
24471000,25929000
28147000,24626000
28147000,28147000
28147000,23940000
28147000,50044000
51308000,51306000
51308000,51305000
51308000,51256000
51308000,51307000
21522000,21517000
21522000,21526000
21522000,21528000
21522000,21523000
50027000,50043000
50027000,24639000
24897000,24893000
24897000,24900000
24897000,24898000
25338000,24847000
25338000,50353000
25338000,25337000
25338000,28180000
22644000,22651000
22644000,22798000
22644000,22800000
22644000,22645000
27158000,27160000
27158000,27128000
27158000,27159000
27158000,27146000
50265000,50266000
50265000,24916000
33515000,23016000
27584000,51402000
27584000,27583000
27584000,27579000
27584000,27588000
50336000,25596000
32965000,32964000
32965000,26237000
32965000,26235000
32965000,26239000
50325000,24477000
