CNN,ST_NAMES,LAT,LONG
24997000,"['SACRAMENTO ST', 'JOICE ST']",37.79307444,-122.4085451
24999000,"['JOICE ST', 'CALIFORNIA ST']",37.79214077,-122.4083639
25000000,"['POWELL ST', 'FELLA PL']",37.79081288,-122.4089198
25002000,"['CALIFORNIA ST', 'POWELL ST']",37.79204251,-122.4091714
25003000,"['POWELL ST', 'PINE ST']",37.791089,-122.4089763
25004000,"['MASON ST', 'PINE ST']",37.7908807,-122.4106229
25009000,"['CLAY ST', 'JOICE ST']",37.79395635,-122.4087204
25010000,"['MILLER PL', 'SACRAMENTO ST']",37.79301544,-122.4090096
25012000,"['SACRAMENTO ST', 'MASON ST']",37.79276178,-122.4110067
25013000,"['POWELL ST', 'SACRAMENTO ST']",37.79297077,-122.4093613
25014000,"['POWELL ST', 'CLAY ST']",37.79385193,-122.409541
25015000,"['CLAY ST', 'CODMAN PL']",37.79380617,-122.4099007
25016000,"['CLAY ST', 'FREEMAN CT']",37.79380169,-122.4099359
25017000,"['WAVERLY PL', 'WASHINGTON ST']",37.79507738,-122.4070008
25018000,"['WASHINGTON ST', 'ROSS ALY']",37.79504367,-122.4072667
25019000,"['SPOFFORD ST', 'CLAY ST']",37.79413781,-122.407294
25021000,"['JACKSON ST', 'ROSS ALY']",37.79592683,-122.4074321
25022000,"['WASHINGTON ST', 'OLD CHINATOWN LN', 'SPOFFORD ST']",37.79501597,-122.4074852
25024000,"['JACKSON ST', 'SAINT LOUIS ALY']",37.79597058,-122.4070837
25026000,"['STOCKTON ST', 'WASHINGTON ST']",37.79494069,-122.4080791
25027000,"['JACKSON ST', 'STOCKTON ST']",37.79582371,-122.4082532
25029000,"['JACKSON ST', 'BECKETT ST']",37.79606197,-122.4063507
25030000,"['JACKSON ST', 'GRANT AVE']",37.79602475,-122.4066524
25031000,"['JACK KEROUAC ALY', 'GRANT AVE']",37.79746897,-122.4069446
25032000,"['PACIFIC AVE', 'GRANT AVE']",37.79690191,-122.4068277
25033000,"['JACKSON ST', 'JASON CT']",37.79594092,-122.4073199
25037000,"['PACIFIC AVE', 'PELTON PL']",37.79680408,-122.4076198
25040000,"['BEDFORD PL', 'JACKSON ST']",37.79576684,-122.4087047
25041000,"['JAMES PL', 'JACKSON ST']",37.79576198,-122.4087432
25042000,"['WASHINGTON ST', 'STONE ST']",37.79480745,-122.4091643
25043000,"['TRENTON ST', 'WASHINGTON ST']",37.79484101,-122.4088995
25045000,"['JACKSON ST', 'TRENTON ST']",37.79572013,-122.4090755
25046000,"['CLAY ST', 'PARKHURST ALY']",37.79389641,-122.4091915
25047000,"['WASHINGTON ST', 'CODMAN PL']",37.79469005,-122.4100731
25048000,"['POWELL ST', 'WASHINGTON ST']",37.79473683,-122.4097216
25049000,"['JACKSON ST', 'POWELL ST']",37.79561642,-122.4098988
25050000,"['JACKSON ST', 'ADELE CT']",37.79566071,-122.4095472
25052000,"['JACKSON ST', 'DORIC ALY']",37.79546738,-122.4110817
25053000,"['STOCKTON ST', 'PACIFIC AVE']",37.7967039,-122.4084309
25054000,"['CORDELIA ST', 'PACIFIC AVE']",37.7966503,-122.4088486
25055000,"['PACIFIC AVE', 'TRENTON ST']",37.79659859,-122.4092515
25057000,"['STOCKTON ST', 'BROADWAY']",37.79762756,-122.4086188
25058000,"['STOCKTON ST', 'STARK ST']",37.7973272,-122.4085577
25060000,"['BROADWAY', 'GRANT AVE']",37.7978223,-122.4070162
25062000,"['JOHN ST', 'POWELL ST']",37.7960579,-122.409988
25063000,"['FISHER ALY', 'POWELL ST']",37.79691961,-122.4101623
25064000,"['POWELL ST', 'PACIFIC AVE']",37.79649276,-122.410076
25065000,"['PACIFIC AVE', 'KEYES ALY']",37.79644275,-122.4105106
25066000,"['BROADWAY', 'TURK MURPHY LN']",37.79749315,-122.409689
25068000,"['HOOKER ALY', 'MASON ST']",37.79039016,-122.4105228
25070000,"['MASON ST', 'NOB HILL PL']",37.79153087,-122.4107555
25071000,"['PINE ST', 'VINE TER']",37.79083323,-122.410998
25073000,"['MASON ST', 'CALIFORNIA ST']",37.79183463,-122.4108175
25075000,"['WETMORE ST', 'CLAY ST']",37.79374703,-122.4103654
25077000,"['SACRAMENTO ST', 'CUSHMAN ST']",37.79264825,-122.4119005
25078000,"['MASON ST', 'EWER PL']",37.79317083,-122.4110902
25079000,"['MASON ST', 'DAWSON PL', 'MALVINA PL']",37.79338365,-122.4111336
25080000,"['CLAY ST', 'MASON ST']",37.79364256,-122.4111865
25082000,"['CUSHMAN ST', 'CALIFORNIA ST']",37.79172168,-122.4117119
25083000,"['SPROULE LN', 'CLAY ST']",37.79352453,-122.4121091
25086000,"['TAYLOR ST', 'MULFORD ALY']",37.79012445,-122.4121543
25088000,"['CALIFORNIA ST', 'TAYLOR ST']",37.79162708,-122.4124609
25089000,"['TAYLOR ST', 'PINE ST']",37.79067278,-122.4122662
25090000,"['JONES ST', 'PINE ST']",37.79046311,-122.4139159
25091000,"['JONES ST', 'CALIFORNIA ST']",37.79141648,-122.4141073
25092000,"['PLEASANT ST', 'TAYLOR ST']",37.79299228,-122.4127394
25093000,"['TAYLOR ST', 'SACRAMENTO ST']",37.79255234,-122.4126497
25094000,"['JONES ST', 'SACRAMENTO ST']",37.79234261,-122.4142933
25095000,"['TAYLOR ST', 'CLAY ST']",37.79343239,-122.4128292
25096000,"['JONES ST', 'PLEASANT ST']",37.79278407,-122.4143819
25097000,"['WASHINGTON ST', 'WETMORE ST']",37.79463123,-122.4105379
25098000,"['MASON ST', 'WASHINGTON ST']",37.79452665,-122.411364
25102000,"['TRUETT ST', 'SHEPHARD PL', 'MASON ST']",37.79405951,-122.4112716
25103000,"['JACKSON ST', 'MASON ST']",37.79540853,-122.4115415
25105000,"['MARCY PL', 'JACKSON ST']",37.79536346,-122.4118937
25107000,"['AUBURN ST', 'JACKSON ST']",37.79530686,-122.4123359
25109000,"['PACIFIC AVE', 'MASON ST']",37.79629077,-122.4117189
25110000,"['PACIFIC AVE', 'WAYNE PL']",37.79639474,-122.4108923
25111000,"['BROADWAY', 'ROBERT C LEVY TUNL', 'POWELL ST']",37.79742019,-122.4102635
25112000,"['JOHN ST', 'MASON ST']",37.79585068,-122.4116304
25115000,"['MASON ST', 'BROADWAY']",37.79713219,-122.4118881
25116000,"['MASON ST', 'VALLEJO ST']",37.79816524,-122.4120959
25118000,"['BROADWAY', 'TAYLOR ST']",37.79703851,-122.4135585
25119000,"['JONES ST', 'WASHINGTON ST']",37.79410981,-122.4146476
25120000,"['WASHINGTON ST', 'TAYLOR ST']",37.7943206,-122.4130111
25121000,"['TAYLOR ST', 'JACKSON ST']",37.79519782,-122.4131878
25124000,"['AUBURN ST', 'PACIFIC AVE']",37.79619203,-122.4125039
25125000,"['SALMON ST', 'PACIFIC AVE']",37.7961874,-122.4125407
25126000,"['PACIFIC AVE', 'HIMMELMANN PL']",37.79615515,-122.412797
25129000,"['BERNARD ST', 'TAYLOR ST']",37.79652217,-122.4134545
25130000,"['PACIFIC AVE', 'TAYLOR ST']",37.79608355,-122.4133662
25132000,"['PACIFIC AVE', 'JONES ST']",37.79587732,-122.4150055
25133000,"['BROADWAY', 'HIMMELMANN PL']",37.79713869,-122.4129932
25134000,"['TAYLOR ST', 'FALLON PL']",37.79765523,-122.4136828
25137000,"['TURK ST', 'DODGE ST']",37.78242042,-122.416983
25138000,"['EDDY ST', 'HYDE ST']",37.78351564,-122.4158825
25139000,"['LEAVENWORTH ST', 'ELLIS ST']",37.78465714,-122.4144302
25140000,['ELLIS ST'],37.78461295,-122.4147785
25142000,"['ADA CT', 'OFARRELL ST']",37.78544963,-122.4156739
25143000,"['OFARRELL ST', 'HARLEM ALY']",37.78553183,-122.41502
25144000,"['ELLIS ST', 'HYDE ST']",37.78444884,-122.4160717
25145000,"['OFARRELL ST', 'HYDE ST']",37.78537597,-122.4162597
25147000,"['TURK ST', 'LARKIN ST']",37.78237894,-122.4173389
25148000,"['EDDY ST', 'LARKIN ST']",37.78331089,-122.4175288
25149000,"['LARKIN ST', 'ELLIS ST']",37.78423574,-122.4177067
25150000,"['LARKIN ST', 'WILLOW ST']",37.78377752,-122.4176186
25151000,"['LARKIN ST', 'OLIVE ST']",37.7847098,-122.4178058
25152000,"['OFARRELL ST', 'LARKIN ST']",37.78516721,-122.4179014
25153000,"['LEAVENWORTH ST', 'OFARRELL ST']",37.78558247,-122.4146172
25154000,"['LEAVENWORTH ST', 'GEARY ST']",37.78651982,-122.4148066
25156000,"['HYDE ST', 'POST ST']",37.78724521,-122.4166387
25157000,"['POST ST', 'LEAVENWORTH ST']",37.78745384,-122.4149954
25158000,"['ADA CT', 'AMITY ALY']",37.78580291,-122.4157439
25161000,"['MABEL ALY', 'HYDE ST']",37.78572652,-122.4163308
25163000,"['SUTTER ST', 'HYDE ST']",37.78817789,-122.4168272
25164000,"['LEAVENWORTH ST', 'SUTTER ST']",37.78838793,-122.4151853
25165000,"['BUSH ST', 'LEAVENWORTH ST']",37.78931985,-122.4153719
25166000,"['GEARY ST', 'HYDE ST']",37.78631022,-122.4164491
25167000,"['POST ST', 'LARKIN ST']",37.78703795,-122.418271
25168000,"['POST ST', 'MEACHAM PL']",37.78720063,-122.4169898
25170000,"['LARKIN ST', 'GEARY ST']",37.78610104,-122.4180881
25171000,"['MYRTLE ST', 'LARKIN ST']",37.78564171,-122.4179963
25172000,"['CEDAR ST', 'LARKIN ST']",37.78656598,-122.4181789
25173000,"['HEMLOCK ST', 'LARKIN ST']",37.78748712,-122.4183649
25174000,"['HYDE ST', 'BUSH ST']",37.78911018,-122.4170169
25175000,"['POLK ST', 'TURK ST']",37.78216927,-122.4189933
25176000,"['EDDY ST', 'POLK ST']",37.7831014,-122.4191817
25177000,"['WILLOW ST', 'POLK ST']",37.78356779,-122.4192734
25178000,"['POLK ST', 'ELLIS ST']",37.78402912,-122.4193642
25179000,"['POLK ST', 'OFARRELL ST']",37.78496026,-122.4195479
25180000,"['POLK ST', 'OLIVE ST']",37.78450084,-122.4194545
25181000,"['MYRTLE ST', 'POLK ST', 'ALICE B TOKLAS PL']",37.78543304,-122.419639
25182000,"['GEARY ST', 'POLK ST']",37.7858929,-122.4197387
25183000,"['VAN NESS AVE', 'LARCH ST']",37.78241705,-122.4208105
25184000,"['VAN NESS AVE', 'TURK ST']",37.78196077,-122.4206382
25185000,"['TURK ST', 'FRANKLIN ST']",37.7817518,-122.4222866
25186000,"['VAN NESS AVE', 'EDDY ST']",37.78289412,-122.420817
25187000,"['LARCH ST', 'FRANKLIN ST']",37.78221924,-122.4223695
25188000,"['WILLOW ST', 'FRANKLIN ST']",37.78315143,-122.422558
25189000,"['VAN NESS AVE', 'WILLOW ST']",37.78337049,-122.4208319
25190000,"['VAN NESS AVE', 'ELLIS ST']",37.78382412,-122.4210084
25191000,"['FRANKLIN ST', 'EDDY ST']",37.78268537,-122.4224637
25192000,"['OFARRELL ST', 'VAN NESS AVE']",37.78475345,-122.421193
25193000,"['VAN NESS AVE', 'OLIVE ST']",37.78430273,-122.4210175
25194000,"['OLIVE ST', 'FRANKLIN ST']",37.78408368,-122.4227455
25195000,"['ALICE B TOKLAS PL', 'VAN NESS AVE']",37.78523263,-122.4212165
25196000,"['OFARRELL ST', 'STARR KING WAY', 'FRANKLIN ST']",37.78454661,-122.4228381
25197000,"['GEARY BLVD', 'GEARY ST', 'VAN NESS AVE']",37.7856858,-122.4213933
25198000,"['FRANKLIN ST', 'MYRTLE ST']",37.78501442,-122.4229338
25199000,"['POLK ST', 'CEDAR ST']",37.78635895,-122.4198331
25200000,"['POLK ST', 'POST ST']",37.78682753,-122.4199279
25201000,"['POLK ST', 'HEMLOCK ST']",37.78728003,-122.4200196
25202000,"['LARKIN ST', 'SUTTER ST']",37.78796629,-122.418465
25203000,"['FERN ST', 'LARKIN ST']",37.78843234,-122.4185593
25204000,"['BUSH ST', 'LARKIN ST']",37.78890961,-122.4186559
25205000,"['FRANK NORRIS ST', 'LARKIN ST']",37.78937563,-122.4187505
25206000,"['LARKIN ST', 'PINE ST']",37.78982993,-122.4188427
25208000,"['POLK ST', 'SUTTER ST']",37.78775665,-122.4201161
25209000,"['FERN ST', 'POLK ST']",37.7882227,-122.4202104
25210000,"['POLK ST', 'BUSH ST']",37.78869905,-122.4203069
25211000,"['AUSTIN ST', 'POLK ST', 'FRANK NORRIS ST']",37.78916509,-122.4204012
25213000,"['FRANKLIN ST', 'GEARY BLVD']",37.78548224,-122.4230276
25215000,"['VAN NESS AVE', 'POST ST']",37.78661896,-122.4215701
25216000,"['PETER YORKE WAY', 'POST ST', 'FRANKLIN ST']",37.78640232,-122.4232139
25219000,"['VAN NESS AVE', 'SUTTER ST']",37.78754814,-122.4217581
25220000,"['SUTTER ST', 'FRANKLIN ST']",37.78733916,-122.4234036
25221000,"['POLK ST', 'CALIFORNIA ST']",37.79057826,-122.4206874
25222000,"['PINE ST', 'POLK ST']",37.78962044,-122.4204934
25223000,"['BUSH ST', 'VAN NESS AVE']",37.78848964,-122.4219486
25225000,"['CALIFORNIA ST', 'VAN NESS AVE']",37.79036966,-122.422329
25226000,"['VAN NESS AVE', 'PINE ST']",37.78941206,-122.4221352
25227000,"['PINE ST', 'FRANKLIN ST']",37.78920314,-122.4237811
25230000,"['PINE ST', 'LEAVENWORTH ST']",37.7902543,-122.4155591
25231000,"['LEAVENWORTH ST', 'CALIFORNIA ST']",37.79120631,-122.4157502
25234000,"['PINE ST', 'HYDE ST']",37.79004514,-122.4172048
25235000,"['ACORN ALY', 'LEAVENWORTH ST']",37.79154209,-122.4158176
25236000,"['CALIFORNIA ST', 'HELEN ST']",37.79115627,-122.4161003
25238000,"['SACRAMENTO ST', 'LEROY PL']",37.79223757,-122.4151164
25240000,"['GOLDEN CT', 'SACRAMENTO ST']",37.79218524,-122.4155264
25243000,"['JONES ST', 'CLAY ST']",37.79322315,-122.4144701
25244000,"['WASHINGTON ST', 'PRIEST ST']",37.79402883,-122.4152179
25247000,"['SACRAMENTO ST', 'KIMBALL PL']",37.79208771,-122.4162906
25248000,"['LEAVENWORTH ST', 'SACRAMENTO ST']",37.79213294,-122.4159362
25249000,"['LEAVENWORTH ST', 'CLAY ST']",37.79301361,-122.416113
25250000,"['WASHINGTON ST', 'REED ST']",37.79397081,-122.4156735
25252000,"['HYDE ST', 'CALIFORNIA ST']",37.79097319,-122.4173913
25255000,"['SACRAMENTO ST', 'HYDE ST']",37.79192286,-122.4175822
25258000,"['HYDE ST', 'CLAY ST']",37.79280364,-122.4177591
25259000,"['TROY ALY', 'HYDE ST']",37.79233793,-122.4176657
25261000,"['HYDE ST', 'WASHINGTON ST']",37.79368379,-122.4179358
25262000,"['JONES ST', 'JACKSON ST']",37.79498816,-122.4148256
25263000,"['LEAVENWORTH ST', 'WASHINGTON ST']",37.79389208,-122.4162917
25264000,"['BERNARD ST', 'JONES ST']",37.79631651,-122.4150943
25265000,"['BROADWAY', 'JONES ST']",37.7968045,-122.415193
25267000,"['JONES ST', 'GLOVER ST']",37.79728679,-122.4152905
25268000,"['VALLEJO ST', 'JONES ST']",37.79774954,-122.4153841
25269000,"['VALLEJO ST', 'RUSSIAN HILL PL']",37.79778913,-122.415071
25270000,"['FLORENCE ST', 'VALLEJO ST']",37.79782211,-122.4148101
25271000,"['GREEN ST', 'JONES ST']",37.79868013,-122.4155723
25272000,"['LEAVENWORTH ST', 'JACKSON ST']",37.79477729,-122.4164727
25273000,"['BURGOYNE ST', 'PACIFIC AVE']",37.79562571,-122.4170051
25274000,"['PACIFIC AVE', 'LEAVENWORTH ST']",37.79567005,-122.4166528
25276000,"['HYDE ST', 'JACKSON ST']",37.79456736,-122.4181123
25277000,"['WALL PL', 'JACKSON ST']",37.79464319,-122.4175201
25280000,"['PACIFIC AVE', 'HYDE ST']",37.79546358,-122.4182935
25281000,"['LYNCH ST', 'HYDE ST']",37.79571625,-122.4183446
25282000,"['LYNCH ST', 'LEAVENWORTH ST']",37.7959254,-122.4167042
25283000,"['LEAVENWORTH ST', 'BERNARD ST']",37.79610991,-122.4167414
25284000,"['LEAVENWORTH ST', 'BROADWAY']",37.7965957,-122.4168394
25285000,"['LEAVENWORTH ST', 'WALDO ALY']",37.79705082,-122.4169312
25286000,"['VALLEJO ST', 'HYDE ST']",37.79733383,-122.4186717
25287000,"['LEAVENWORTH ST', 'VALLEJO ST']",37.79754142,-122.4170301
25288000,"['GREEN ST', 'LEAVENWORTH ST']",37.79847215,-122.4172178
25290000,"['CYRUS PL', 'BROADWAY']",37.79656027,-122.4171874
25292000,"['BROADWAY', 'HYDE ST']",37.79627547,-122.4184577
25294000,"['LARKIN ST', 'CALIFORNIA ST']",37.79078805,-122.4190362
25296000,"['SACRAMENTO ST', 'LARKIN ST']",37.79170402,-122.4192217
25297000,"['CLAY ST', 'LARKIN ST']",37.79259308,-122.4194018
25299000,"['WASHINGTON ST', 'LARKIN ST']",37.79346693,-122.4195791
25300000,"['LARKIN ST', 'JACKSON ST']",37.79435378,-122.4197527
25301000,"['SACRAMENTO ST', 'POLK ST']",37.79149586,-122.4208732
25302000,"['POLK ST', 'CLAY ST']",37.79238325,-122.4210529
25303000,"['WASHINGTON ST', 'POLK ST']",37.79325787,-122.42123
25304000,"['JACKSON ST', 'POLK ST']",37.79414398,-122.4214044
25305000,"['PACIFIC AVE', 'LARKIN ST']",37.79523766,-122.4199356
25306000,"['MORRELL PL', 'PACIFIC AVE', 'MCCORMICK ST']",37.79536009,-122.4191159
25308000,"['BROADWAY', 'LARKIN ST', 'ROBERT C LEVY TUNL']",37.79609457,-122.4201095
25311000,"['GREEN ST', 'HYDE ST']",37.79826458,-122.4188599
25312000,"['LARKIN ST', 'VALLEJO ST']",37.79710888,-122.4203169
25313000,"['VALLEJO ST', 'WHITE ST']",37.79722945,-122.419497
25314000,"['GREEN ST', 'LARKIN ST']",37.79803346,-122.4205013
25315000,"['BROADWAY', 'POLK ST']",37.7959454,-122.4217682
25316000,"['PACIFIC AVE', 'POLK ST']",37.79502735,-122.4215828
25317000,"['POLK ST', 'VALLEJO ST']",37.79689975,-122.4219609
25318000,"['POLK ST', 'BONITA ST']",37.79737065,-122.422056
25319000,"['BROADWAY', 'ROMOLO ST']",37.79792027,-122.4062314
25320000,"['FRESNO ST', 'ROMOLO ST']",37.79858872,-122.4063726
25321000,"['BROADWAY', 'COLUMBUS AVE']",37.79786461,-122.4066679
25322000,"['MARGRAVE PL', 'VALLEJO ST']",37.79882284,-122.40683
25323000,"['VALLEJO ST', 'ROMOLO ST', 'POLLARD PL']",37.79887234,-122.4064297
25325000,"['GRANT AVE', 'VALLEJO ST']",37.79877631,-122.4072064
25326000,"['GREEN ST', 'GRANT AVE']",37.79970368,-122.4073952
25327000,"['GREEN ST', 'VARENNES ST']",37.79980263,-122.4066117
25328000,"['GREEN ST', 'SONOMA ST']",37.79985228,-122.4062187
25330000,"['GRANT AVE', 'COLUMBUS AVE']",37.79815206,-122.4070829
25331000,"['FRESNO ST', 'GRANT AVE']",37.7984898,-122.4071488
25332000,"['COLUMBUS AVE', 'VALLEJO ST']",37.79869686,-122.4078695
25333000,"['KENNETH REXROTH PL', 'VALLEJO ST']",37.79868675,-122.4079451
25335000,"['STOCKTON ST', 'VALLEJO ST']",37.79857132,-122.4088081
25336000,"['BANNAN PL', 'GREEN ST']",37.79966369,-122.407698
25337000,"['UNION ST', 'GENOA PL']",37.80079513,-122.4063389
25338000,"['UNION ST', 'KEARNY ST']",37.80083451,-122.4060239
25339000,"['FILBERT ST', 'KEARNY ST']",37.8017663,-122.4062869
25342000,"['UNION ST', 'VARENNES ST']",37.80073684,-122.4068011
25343000,"['GRANT AVE', 'UNION ST']",37.80063802,-122.4075844
25344000,"['BANNAN PL', 'UNION ST']",37.80060029,-122.4078984
25349000,"['GRANT AVE', 'FILBERT ST']",37.80157083,-122.4077696
25350000,"['EMERY LN', 'VALLEJO ST']",37.79847123,-122.4096386
25351000,"['STOCKTON ST', 'CARD ALY']",37.79903586,-122.4089123
25352000,"['STOCKTON ST', 'COLUMBUS AVE', 'GREEN ST']",37.79948982,-122.4090144
25353000,"['GREEN ST', 'JASPER PL']",37.79960144,-122.4081693
25354000,"['TURK MURPHY LN', 'VALLEJO ST']",37.7984423,-122.4098788
25357000,"['JASPER PL', 'UNION ST']",37.80054495,-122.4083588
25359000,"['UNION ST', 'VIA FERLINGHETTI']",37.80048758,-122.4088361
25364000,"['UNION ST', 'COLUMBUS AVE']",37.8003155,-122.4102065
25365000,"['UNION ST', 'STOCKTON ST']",37.80044506,-122.4091898
25366000,"['STOCKTON ST', 'FILBERT ST']",37.80137066,-122.4093691
25368000,"['CHILD ST', 'GREENWICH ST']",37.802572,-122.4074196
25371000,"['CHILD ST', 'LOMBARD ST']",37.80349839,-122.4076299
25373000,"['KEARNY ST', 'TELEGRAPH HILL BLVD', 'LOMBARD ST']",37.80363201,-122.4065821
25375000,"['TELEGRAPH PL', 'CHILD ST']",37.8028891,-122.4074828
25376000,"['GRANT AVE', 'GERKE ALY']",37.80220316,-122.4078957
25378000,"['EDITH ST', 'GRANT AVE']",37.80286282,-122.4080292
25379000,"['GREENWICH ST', 'GRANT AVE']",37.80250477,-122.4079559
25380000,"['GRANT AVE', 'EDGARDO PL']",37.8030848,-122.4080747
25382000,"['LOMBARD ST', 'GRANT AVE']",37.80343258,-122.408146
25383000,"['JULIUS ST', 'LOMBARD ST']",37.8034756,-122.4078086
25384000,"['KEARNY ST', 'BAY ST']",37.80642781,-122.4071463
25385000,"['FRANCISCO ST', 'KEARNY ST']",37.80549447,-122.4069566
25386000,"['KEARNY ST', 'CHESTNUT ST']",37.80445525,-122.4067502
25389000,"['GRANT AVE', 'PFEIFFER ST']",37.80483515,-122.4084271
25391000,"['JACK MICHELINE ALY', 'GRANT AVE']",37.80221802,-122.4078987
25392000,"['GREENWICH ST', 'KRAMER PL']",37.80246634,-122.4082608
25395000,"['STOCKTON ST', 'GREENWICH ST']",37.80230248,-122.4095613
25396000,"['GREENWICH ST', 'BRANT ALY']",37.80217473,-122.4106005
25397000,"['FIELDING ST', 'STOCKTON ST']",37.80372371,-122.409847
25398000,"['STOCKTON ST', 'LOMBARD ST']",37.80323671,-122.4097493
25399000,"['STOCKTON ST', 'CHESTNUT ST']",37.8041676,-122.4099362
25400000,"['GRANT AVE', 'CHESTNUT ST']",37.80436708,-122.4083323
25401000,"['CHESTNUT ST', 'BELLAIR PL']",37.80424337,-122.4093245
25402000,"['PFEIFFER ST', 'BELLAIR PL']",37.80470836,-122.4094444
25403000,"['GRANT AVE', 'FRANCISCO ST']",37.80529998,-122.4085213
25405000,"['STOCKTON ST', 'FRANCISCO ST']",37.80509817,-122.4101236
25406000,"['PFEIFFER ST', 'STOCKTON ST']",37.80463324,-122.4100299
25407000,"['MIDWAY ST', 'BAY ST']",37.80613183,-122.4094874
25408000,"['FRANCISCO ST', 'MIDWAY ST']",37.80520471,-122.4092992
25409000,"['BELLAIR PL', 'FRANCISCO ST']",37.80517358,-122.40954
25410000,"['BAY ST', 'STOCKTON ST']",37.80602772,-122.4103108
25411000,"['VALLEJO ST', 'POWELL ST']",37.7983727,-122.4104562
25412000,"['GREEN ST', 'POWELL ST']",37.79930285,-122.4106443
25413000,"['GREEN ST', 'AUGUST ALY']",37.79920241,-122.4114393
25417000,"['MASON ST', 'GREEN ST']",37.7990958,-122.412283
25418000,"['WINTER PL', 'MASON ST']",37.799718,-122.4124082
25419000,"['WEBB PL', 'MASON ST']",37.79976477,-122.4124176
25421000,"['GREEN ST', 'EATON PL']",37.79913896,-122.4119414
25423000,"['UNION ST', 'POWELL ST']",37.80023916,-122.4108336
25424000,"['COLUMBUS AVE', 'POWELL ST']",37.80083298,-122.4109537
25425000,"['POWELL ST', 'FILBERT ST']",37.80116975,-122.4110185
25427000,"['UNION ST', 'MASON ST']",37.8000324,-122.4124714
25432000,"['VALLEJO ST', 'TAYLOR ST']",37.79795695,-122.4137436
25433000,"['TAYLOR ST', 'GREEN ST']",37.79888755,-122.413931
25434000,"['TAYLOR ST', 'MACONDRAY LN']",37.79936653,-122.4140275
25435000,"['JONES ST', 'MACONDRAY LN']",37.79915073,-122.4156675
25436000,"['MARION PL', 'UNION ST']",37.79968776,-122.4152039
25437000,"['UNION ST', 'TAYLOR ST']",37.79982428,-122.4141197
25438000,"['ALADDIN TER', 'REDFIELD ALY', 'TAYLOR ST']",37.80028986,-122.4142135
25439000,"['MASON ST', 'KENT ST']",37.80032344,-122.4125299
25440000,"['FILBERT ST', 'MASON ST']",37.80096506,-122.4126597
25442000,"['COLUMBUS AVE', 'GREENWICH ST', 'SCOTLAND ST']",37.80193064,-122.4125413
25443000,"['SCOTLAND ST', 'FILBERT ST']",37.80100901,-122.4123073
25444000,"['MASON ST', 'GREENWICH ST']",37.80189336,-122.4128489
25445000,"['MASON ST', 'VALPARAISO ST']",37.80143,-122.4127544
25447000,"['JANSEN ST', 'GREENWICH ST']",37.80179094,-122.4136709
25449000,"['LOMBARD ST', 'TUSCANY ALY']",37.80316273,-122.4103473
25451000,"['POWELL ST', 'GREENWICH ST']",37.80210073,-122.4112026
25452000,"['GREENWICH ST', 'VIA BUFANO']",37.80205023,-122.4116
25453000,"['LOMBARD ST', 'POWELL ST']",37.8030339,-122.4113885
25455000,"['CHESTNUT ST', 'POWELL ST']",37.80396348,-122.4115812
25456000,"['WORDEN ST', 'FRANCISCO ST']",37.80505264,-122.4105043
25458000,"['FRANCISCO ST', 'POWELL ST']",37.80489601,-122.4117665
25459000,"['MASON ST', 'VANDEWATER ST']",37.80515201,-122.4135165
25460000,"['VANDEWATER ST', 'POWELL ST']",37.80536138,-122.4118585
25461000,"['BAY ST', 'POWELL ST']",37.80582493,-122.4119501
25462000,"['COLUMBUS AVE', 'MASON ST']",37.80218377,-122.4129081
25463000,"['MASON ST', 'CHESTNUT ST']",37.8037613,-122.4132228
25464000,"['LOMBARD ST', 'MASON ST']",37.8028277,-122.4130343
25465000,"['LOMBARD ST', 'COLUMBUS AVE']",37.8027432,-122.4137187
25466000,"['CHESTNUT ST', 'VENARD ALY']",37.80380717,-122.4128504
25468000,"['TAYLOR ST', 'COLUMBUS AVE', 'CHESTNUT ST']",37.80354233,-122.4148768
25469000,"['LOMBARD ST', 'JANSEN ST']",37.80272518,-122.4138609
25471000,"['FRANCISCO ST', 'MASON ST']",37.80468416,-122.4134286
25472000,"['WATER ST', 'MASON ST']",37.80440729,-122.4133589
25473000,"['MASON ST', 'BAY ST']",37.80561848,-122.4136042
25474000,"['KEARNY ST', 'THE EMBARCADERO', 'NORTH POINT ST']",37.80737946,-122.4073037
25475000,"['THE EMBARCADERO', 'GRANT AVE', 'BEACH ST']",37.80811075,-122.4090505
25476000,"['NORTH POINT ST', 'GRANT AVE']",37.80716325,-122.4088973
25477000,"['STOCKTON ST', 'BEACH ST']",37.80789213,-122.4106851
25478000,"['STOCKTON ST', 'NORTH POINT ST']",37.80696291,-122.4104976
25479000,"['POWELL ST', 'BEACH ST']",37.80769049,-122.4123296
25480000,"['NORTH POINT ST', 'POWELL ST']",37.80675808,-122.4121414
25481000,"['MASON ST', 'NORTH POINT ST']",37.80655463,-122.4137867
25484000,"['POWELL ST', 'JEFFERSON ST', 'THE EMBARCADERO']",37.80862485,-122.4125238
25485000,"['MASON ST', 'BEACH ST']",37.80748251,-122.413975
25486000,"['JEFFERSON ST', 'MASON ST']",37.80842106,-122.4141644
25490000,"['UNION ST', 'JONES ST']",37.79961647,-122.4157615
25492000,"['UNION ST', 'BLACK PL']",37.79952527,-122.4164913
25493000,"['JONES ST', 'FILBERT ST']",37.80054721,-122.4159434
25494000,"['FILBERT ST', 'TAYLOR ST']",37.80075821,-122.4143027
