CNN,ST_NAMES,LAT,LONG
22988000,"['TARAVAL ST', '12TH AVE']",37.74338395,-122.4680733
22990000,"['14TH AVE', 'TARAVAL ST']",37.74328917,-122.4702349
22992000,"['15TH AVE', 'TARAVAL ST']",37.74323996,-122.4713568
22994000,"['SANTIAGO ST', '15TH AVE']",37.74510911,-122.4714886
22998000,['MENDOSA AVE'],37.74807303,-122.4674608
22999000,"['14TH AVE', 'RIVERA ST']",37.74701982,-122.4705118
23000000,"['15TH AVE', 'RIVERA ST']",37.74698422,-122.4713191
23002000,"['FUNSTON AVE', 'QUINTARA ST']",37.74890347,-122.469549
23003000,"['15TH AVE', 'RIVERA ST']",37.74697097,-122.4716196
23006000,"['BANBURY DR', '19TH AVE']",37.71957477,-122.4746771
23008000,"['SHIELDS ST', 'JUNIPERO SERRA BLVD']",37.71787075,-122.4724384
23011000,"['JUNIPERO SERRA BLVD', 'GARFIELD ST']",37.71963558,-122.4723433
23012000,"['BANBURY DR', 'DENSLOWE DR']",37.71980914,-122.4742927
23015000,"['STRATFORD DR', 'BANBURY DR']",37.71998056,-122.4736108
23016000,"['HOLLOWAY AVE', 'JUNIPERO SERRA BLVD']",37.72162377,-122.4723224
23017000,"['CAMBON DR', 'UNNAMED 088', 'CASTELO AVE']",37.71750749,-122.4743827
23018000,"['GONZALEZ DR', 'CASTELO AVE']",37.7174154,-122.4752535
23019000,"['DIAZ AVE', 'GONZALEZ DR']",37.71820172,-122.4753887
23020000,"['CARDENAS AVE', 'GONZALEZ DR']",37.71892059,-122.4755123
23021000,"['19TH AVE', 'CRESPI DR']",37.72044263,-122.4752255
23022000,"['HOLLOWAY AVE', 'LUNADO WAY']",37.7216712,-122.4717603
23023000,"['HOLLOWAY AVE', 'JUNIPERO SERRA BLVD']",37.7216606,-122.4719834
23024000,"['STRATFORD DR', 'WYTON LN']",37.72302125,-122.4734231
23026000,"['JUNIPERO SERRA BLVD', 'LYNDHURST DR']",37.72481006,-122.4725701
23027000,"['19TH AVE', 'WYTON LN']",37.72308573,-122.4749469
23028000,"['WYTON LN', 'DENSLOWE DR']",37.72304814,-122.4743031
23029000,"['STRATFORD DR', 'HOLLOWAY AVE']",37.72136663,-122.4736685
23030000,"['LYNDHURST DR', 'STRATFORD DR']",37.72458587,-122.4734275
23031000,"['HOLLOWAY AVE', 'DENSLOWE DR']",37.72119692,-122.4745473
23032000,"['HOLLOWAY AVE', '19TH AVE']",37.7210573,-122.475222
23033000,"['DENSLOWE DR', '19TH AVE']",37.72490555,-122.4748483
23034000,"['LYNDHURST DR', 'DENSLOWE DR']",37.72408261,-122.4742496
23036000,"['JOSEPHA AVE', 'GONZALEZ DR']",37.71601423,-122.4775008
23037000,"['DIAZ AVE', 'JUAN BAUTISTA CIR']",37.71801435,-122.4771738
23038000,"['JUAN BAUTISTA CIR', 'FONT BLVD']",37.71762982,-122.4773092
23041000,"['CRESPI DR', 'CARDENAS AVE']",37.7194528,-122.4763671
23042000,"['SERRANO DR', 'CARDENAS AVE']",37.72008127,-122.4770526
23043000,"['CRESPI DR', 'JUAN BAUTISTA CIR']",37.71829014,-122.4773298
23044000,"['JUAN BAUTISTA CIR', 'CRESPI DR']",37.71858519,-122.4777326
23045000,"['JUAN BAUTISTA CIR', 'GRIJALVA DR']",37.7174841,-122.4781129
23046000,"['JOSEPHA AVE', 'JUAN BAUTISTA CIR']",37.71741101,-122.4777221
23047000,"['JUAN BAUTISTA CIR', 'BUCARELI DR']",37.71790261,-122.4786739
23049000,"['GONZALEZ DR', 'BUCARELI DR']",37.71694234,-122.4799807
23050000,"['FUENTE AVE', 'JUAN BAUTISTA CIR']",37.7186856,-122.4780968
23051000,"['FONT BLVD', 'JUAN BAUTISTA CIR']",37.71853856,-122.478556
23052000,"['SERRANO DR', 'FUENTE AVE']",37.72011375,-122.4780268
23053000,"['ARELLANO AVE', 'SERRANO DR']",37.72014721,-122.4790304
23055000,"['HOLLOWAY AVE', 'CARDENAS AVE']",37.7207728,-122.4770209
23056000,"['VARELA AVE', 'HOLLOWAY AVE']",37.72077995,-122.4760697
23058000,"['HOLLOWAY AVE', 'ARELLANO AVE']",37.72088443,-122.4789856
23060000,"['JUNIPERO SERRA BLVD', 'WINSTON DR']",37.7268209,-122.4723793
23061000,"['STONECREST DR', 'JUNIPERO SERRA BLVD']",37.72554992,-122.472453
23062000,"['STONECREST DR', 'BROADMOOR DR']",37.72541237,-122.4732955
23063000,"['BROADMOOR DR', 'WINSTON DR']",37.72685485,-122.4733472
23064000,"['JUNIPERO SERRA BLVD', 'STONECREST DR']",37.72881084,-122.4722569
23066000,"['STONECREST DR', 'BROADMOOR DR']",37.72861752,-122.4731691
23067000,"['WINSTON DR', 'STONECREST DR']",37.72688809,-122.4742332
23068000,"['BUCKINGHAM WAY', '19TH AVE']",37.72569215,-122.4751088
23069000,"['WINSTON DR', '19TH AVE']",37.7269907,-122.4749003
23070000,"['EUCALYPTUS DR', 'JUNIPERO SERRA BLVD', 'OCEAN AVE']",37.73103235,-122.4717974
23073000,"['JUNIPERO SERRA BLVD', 'ROSSMOOR DR']",37.73010392,-122.4721781
23074000,"['ROSSMOOR DR', 'ELMHURST DR']",37.73011807,-122.4726668
23075000,"['ROSSMOOR DR', '19TH AVE']",37.73036088,-122.4747353
23076000,"['OCEAN AVE', 'WOODACRE DR']",37.73166927,-122.473203
23077000,"['19TH AVE', 'EUCALYPTUS DR']",37.73106575,-122.4748566
23078000,"['LAGUNITAS DR', 'OCEAN AVE']",37.73212,-122.4742063
23079000,"['OCEAN AVE', '19TH AVE']",37.73245614,-122.4749546
23080000,"['LAGUNITAS DR', 'BEACHMONT DR']",37.73242334,-122.4739726
23082000,"['EUCALYPTUS DR', '20TH AVE']",37.73110355,-122.4759265
23083000,"['OCEAN AVE', '20TH AVE']",37.73269137,-122.47604
23084000,"['EUCALYPTUS DR', '21ST AVE']",37.73111357,-122.4768394
23085000,"['21ST AVE', 'OCEAN AVE']",37.73265099,-122.4769471
23086000,"['22ND AVE', 'EUCALYPTUS DR']",37.73111788,-122.4772322
23087000,"['22ND AVE', 'OCEAN AVE']",37.7326109,-122.4778474
23089000,"['EUCALYPTUS DR', '23RD AVE']",37.73113871,-122.4791323
23090000,"['EUCALYPTUS DR', 'MELBA AVE']",37.73112901,-122.4782466
23091000,"['OCEAN AVE', '23RD AVE']",37.73254928,-122.4792311
23092000,"['RIVAS AVE', 'GARCES DR']",37.71619084,-122.4816098
23093000,"['RIVAS AVE', 'GONZALEZ DR']",37.7175306,-122.4815428
23094000,"['GONZALEZ DR', 'ARBALLO DR']",37.71758459,-122.4832052
23095000,"['FONT BLVD', 'SERRANO DR']",37.71957306,-122.4797536
23096000,"['PINTO AVE', 'TAPIA DR']",37.72039897,-122.4813538
23097000,"['SERRANO DR', 'TAPIA DR']",37.71905644,-122.481424
23098000,"['SERRANO DR', 'ARBALLO DR']",37.71910903,-122.4831042
23099000,"['ARBALLO DR', 'HIGUERA AVE']",37.71827109,-122.4831598
23100000,"['ARBALLO DR', 'HIGUERA AVE']",37.71851735,-122.4831434
23101000,"['ACEVEDO AVE', 'ARBALLO DR']",37.7197934,-122.4830589
23102000,"['TAPIA DR', 'HOLLOWAY AVE']",37.72097222,-122.4806694
23104000,"['ARBALLO DR', 'PINTO AVE']",37.72045,-122.4830153
23107000,"['VIDAL DR', 'ARBALLO DR']",37.72120584,-122.4830228
23108000,"['VIDAL DR', 'HIGUERA AVE']",37.7183226,-122.4847811
23109000,"['VIDAL DR', 'HIGUERA AVE']",37.71857089,-122.4847777
23110000,"['LAKE MERCED BLVD', 'HIGUERA AVE']",37.71832759,-122.4850759
23111000,"['VIDAL DR', 'ACEVEDO AVE']",37.71984529,-122.4847445
23112000,"['LAKE MERCED BLVD', 'HIGUERA AVE']",37.71857436,-122.4850768
23116000,"['LAKE MERCED BLVD', 'STATE DR']",37.72667251,-122.4838811
23118000,"['24TH AVE', 'EUCALYPTUS DR']",37.73114838,-122.4800154
23119000,"['OCEAN AVE', '24TH AVE']",37.73251007,-122.4801113
23120000,"['EUCALYPTUS DR', '25TH AVE']",37.73115806,-122.4809001
23121000,"['OCEAN AVE', '25TH AVE']",37.73247118,-122.4809936
23122000,"['26TH AVE', 'EUCALYPTUS DR']",37.73116975,-122.4817874
23123000,"['26TH AVE', 'OCEAN AVE']",37.73243229,-122.4818754
23124000,"['INVERNESS DR', 'EUCALYPTUS DR']",37.73114713,-122.4826636
23125000,"['FOREST VIEW DR', 'EUCALYPTUS DR']",37.73107997,-122.4835449
23126000,"['LAKE MERCED BLVD', 'MIDDLEFIELD DR']",37.72958501,-122.4865521
23128000,"['OCEAN AVE', 'FOREST VIEW DR']",37.73235469,-122.483635
23129000,"['OCEAN AVE', 'MEADOWBROOK DR']",37.73231586,-122.4845154
23130000,"['SLOAT BLVD', 'MEADOWBROOK DR']",37.73422993,-122.4846538
23131000,"['EUCALYPTUS DR', 'SYLVAN DR']",37.73094609,-122.4853015
23132000,"['SYLVAN DR', 'OCEAN AVE']",37.73227692,-122.4853951
23133000,"['OCEAN AVE', 'MIDDLEFIELD DR']",37.73223799,-122.4862742
23134000,"['EUCALYPTUS DR', 'MIDDLEFIELD DR']",37.73087918,-122.4861793
23135000,"['GELLERT DR', 'MIDDLEFIELD DR']",37.72980182,-122.4865158
23136000,"['GELLERT DR', 'EVERGLADE DR']",37.73054843,-122.488951
23137000,"['SLOAT BLVD', 'MIDDLEFIELD DR']",37.73415609,-122.4864024
23138000,"['EUCALYPTUS DR', 'RIVERTON DR']",37.73080573,-122.4870524
23139000,"['RIVERTON DR', 'OCEAN AVE']",37.73219909,-122.4871523
23141000,"['PORTOLA DR', 'SAINT FRANCIS BLVD', 'SLOAT BLVD', 'JUNIPERO SERRA BLVD', 'WEST PORTAL AVE']",37.73470681,-122.4715693
23142000,"['CRANLEIGH DR', 'LAGUNITAS DR']",37.73372234,-122.4731735
23143000,"['SLOAT BLVD', 'ARDENWOOD WAY']",37.73479775,-122.4726314
23145000,"['LAGUNITAS DR', 'SLOAT BLVD']",37.73458799,-122.4732272
23146000,"['SLOAT BLVD', 'BEACHMONT DR']",37.73456825,-122.4741189
23149000,"['19TH AVE', 'SLOAT BLVD']",37.73462557,-122.4751025
23150000,"['WAWONA ST', '19TH AVE']",37.73745474,-122.4752886
23151000,"['WAWONA ST', '16TH AVE']",37.73759848,-122.4720888
23152000,"['16TH AVE', 'VICENTE ST']",37.73946563,-122.4722209
23153000,"['WAWONA ST', '17TH AVE']",37.73755044,-122.4731613
23154000,"['VICENTE ST', '17TH AVE']",37.73941853,-122.4732923
23155000,"['ULLOA ST', '16TH AVE']",37.7413318,-122.4723528
23156000,"['17TH AVE', 'ULLOA ST']",37.74128307,-122.473423
23157000,"['WAWONA ST', '18TH AVE']",37.73747631,-122.4742327
23158000,"['18TH AVE', 'VICENTE ST']",37.73937137,-122.4743646
23159000,"['19TH AVE', 'VICENTE ST']",37.73932543,-122.4754091
23160000,"['ULLOA ST', '18TH AVE']",37.74123427,-122.4744942
23161000,"['ULLOA ST', '19TH AVE']",37.74118664,-122.4755398
23162000,"['SLOAT BLVD', '20TH AVE']",37.73455352,-122.4761598
23163000,"['21ST AVE', 'SLOAT BLVD']",37.73461766,-122.4770808
23164000,"['22ND AVE', 'SLOAT BLVD']",37.73451216,-122.4779778
23165000,"['OCEAN AVE', 'MELBA AVE']",37.73258848,-122.4783509
23166000,"['23RD AVE', 'SLOAT BLVD', 'CRESTLAKE DR']",37.73453254,-122.4794596
23167000,"['20TH AVE', 'WAWONA ST']",37.73740734,-122.4763683
23168000,"['VICENTE ST', '20TH AVE']",37.73927734,-122.476486
23169000,"['WAWONA ST', '21ST AVE']",37.73736011,-122.4774439
23170000,"['VICENTE ST', '21ST AVE']",37.73923019,-122.4775739
23171000,"['20TH AVE', 'ULLOA ST']",37.74113823,-122.47663
23172000,"['21ST AVE', 'ULLOA ST']",37.74109056,-122.4777033
23173000,"['WAWONA ST', '22ND AVE']",37.73731301,-122.4785001
23174000,"['22ND AVE', 'VICENTE ST']",37.73918307,-122.4786444
23175000,"['WAWONA ST', '23RD AVE']",37.73726605,-122.4796017
23176000,"['23RD AVE', 'VICENTE ST']",37.7391358,-122.4797183
23177000,"['ULLOA ST', '22ND AVE']",37.74104298,-122.4787744
23178000,"['16TH AVE', 'TARAVAL ST']",37.74319073,-122.4724791
23179000,"['17TH AVE', 'TARAVAL ST']",37.74314359,-122.4735534
23180000,"['16TH AVE', 'CECILIA AVE']",37.74392534,-122.4725294
23181000,"['SANTIAGO ST', '16TH AVE']",37.74504362,-122.4729245
23182000,"['18TH AVE', 'TARAVAL ST']",37.74309661,-122.4746238
23183000,"['TARAVAL ST', '19TH AVE']",37.74305181,-122.4756445
23184000,"['SANTIAGO ST', '17TH AVE']",37.74501156,-122.4736844
23185000,"['SANTIAGO ST', '18TH AVE']",37.74496403,-122.4747538
23186000,"['SANTIAGO ST', 'CECILIA AVE']",37.7450782,-122.4721845
23187000,"['CECILIA AVE', 'RIVERA ST']",37.74695166,-122.4720575
23188000,"['RIVERA ST', '16TH AVE']",37.74692146,-122.4727422
23189000,"['QUINTARA ST', 'FANNING WAY', '15TH AVE']",37.74883627,-122.4717492
23190000,"['16TH AVE', 'QUINTARA ST']",37.74878676,-122.4728731
23191000,"['17TH AVE', 'RIVERA ST']",37.74687408,-122.4738161
23192000,"['RIVERA ST', '18TH AVE']",37.74682682,-122.4748873
23193000,"['17TH AVE', 'QUINTARA ST']",37.7487395,-122.4739457
23194000,"['18TH AVE', 'QUINTARA ST']",37.7486923,-122.4750169
23195000,"['TARAVAL ST', '20TH AVE']",37.74300263,-122.4767646
23196000,"['19TH AVE', 'SANTIAGO ST']",37.74491872,-122.4757732
23197000,"['20TH AVE', 'SANTIAGO ST']",37.74486944,-122.4768956
23198000,"['21ST AVE', 'TARAVAL ST']",37.74295557,-122.4778362
23199000,"['TARAVAL ST', '22ND AVE']",37.74290864,-122.4789048
23200000,"['SANTIAGO ST', '21ST AVE']",37.7448224,-122.4779668
23201000,"['22ND AVE', 'SANTIAGO ST']",37.74477547,-122.4790353
23202000,"['RIVERA ST', '19TH AVE']",37.74678204,-122.475902
23203000,"['20TH AVE', 'RIVERA ST']",37.74673252,-122.4770239
23204000,"['19TH AVE', 'QUINTARA ST']",37.74864751,-122.4760331
23205000,"['19TH AVE', 'PACHECO ST']",37.75051228,-122.4761632
23206000,"['QUINTARA ST', '20TH AVE']",37.74859811,-122.4771536
23207000,"['PACHECO ST', '20TH AVE']",37.7504629,-122.4772833
23208000,"['21ST AVE', 'RIVERA ST']",37.74668525,-122.4780944
23209000,"['RIVERA ST', '22ND AVE']",37.74663793,-122.4791661
23210000,"['QUINTARA ST', '22ND AVE']",37.74850364,-122.4792959
23211000,"['21ST AVE', 'QUINTARA ST']",37.7485509,-122.4782242
23212000,"['21ST AVE', 'PACHECO ST']",37.75041569,-122.4783538
23213000,"['22ND AVE', 'PACHECO ST']",37.75036842,-122.4794256
23214000,"['SLOAT BLVD', '24TH AVE']",37.73442735,-122.4802464
23215000,"['SLOAT BLVD', '25TH AVE']",37.73438842,-122.4811299
23217000,"['GABILAN WAY', 'SLOAT BLVD']",37.73453656,-122.4814866
23218000,"['GABILAN WAY', 'CRESTLAKE DR']",37.73520295,-122.4815268
23219000,"['26TH AVE', 'SLOAT BLVD']",37.73441984,-122.4820141
23220000,"['SLOAT BLVD', 'PARAISO PL']",37.73449721,-122.4823508
23221000,"['OCEAN AVE', 'INVERNESS DR']",37.73239366,-122.4827514
23222000,"['INVERNESS DR', 'SLOAT BLVD']",37.73430489,-122.4828893
23223000,"['FOREST VIEW DR', 'SLOAT BLVD']",37.73434211,-122.4837753
23224000,"['GOLETA AVE', 'SLOAT BLVD']",37.73445509,-122.4832159
23225000,"['CRESTLAKE DR', 'PARAISO PL']",37.73541153,-122.482406
23226000,"['GOLETA AVE', 'CRESTLAKE DR']",37.73545581,-122.4832763
23227000,"['WAWONA ST', '24TH AVE']",37.73721905,-122.4806549
23228000,"['VICENTE ST', '24TH AVE']",37.73908876,-122.4807868
23229000,"['WAWONA ST', '28TH AVE']",37.73711732,-122.4849497
23230000,"['ROSEMARY CT', '25TH AVE']",37.73778067,-122.4817701
23232000,"['23RD AVE', 'ULLOA ST']",37.74099529,-122.4798477
23233000,"['24TH AVE', 'ULLOA ST']",37.74094773,-122.4809179
23234000,"['VALE AVE', 'CRESTLAKE DR']",37.73527534,-122.4841273
23236000,"['25TH AVE', 'VICENTE ST']",37.73904155,-122.4818587
23237000,"['VICENTE ST', '26TH AVE']",37.73899423,-122.4829331
23239000,"['25TH AVE', 'ULLOA ST']",37.7409001,-122.4819894
23240000,"['ULLOA ST', '26TH AVE']",37.74085246,-122.4830624
23241000,"['SLOAT BLVD', 'VALE AVE']",37.73441532,-122.4840754
23242000,"['CRESTLAKE DR', 'PALOS PL']",37.73508226,-122.4850151
23243000,"['SLOAT BLVD', 'PALOS PL']",37.73437797,-122.4849726
23244000,"['SLOAT BLVD', 'SYLVAN DR']",37.73419418,-122.4855255
23245000,"['EL MIRASOL PL', 'SLOAT BLVD']",37.73424684,-122.4859331
23246000,"['RIVERTON DR', 'SLOAT BLVD']",37.73411708,-122.4872882
23247000,"['CRESTLAKE DR', 'EL MIRASOL PL']",37.73499436,-122.4859755
23248000,"['CONSTANSO WAY', 'CRESTLAKE DR']",37.735167,-122.4884258
23250000,"['VICENTE ST', '28TH AVE']",37.73889987,-122.4850745
23251000,"['VICENTE ST', '27TH AVE']",37.7389471,-122.4840028
23252000,"['27TH AVE', 'ULLOA ST']",37.74080532,-122.4841323
23253000,"['ULLOA ST', '28TH AVE']",37.74075807,-122.4852046
23254000,"['WAWONA ST', '30TH AVE']",37.73696001,-122.4874737
23255000,"['ESCOLTA WAY', '30TH AVE']",37.73762782,-122.4875345
23256000,"['VICENTE ST', '30TH AVE']",37.73880503,-122.487217
23257000,"['29TH AVE', 'VICENTE ST']",37.73885267,-122.4861408
23258000,"['ULLOA ST', '29TH AVE']",37.74071069,-122.4862795
23259000,"['ULLOA ST', '30TH AVE']",37.74066366,-122.4873464
23260000,"['TARAVAL ST', '23RD AVE']",37.7428615,-122.4799776
23261000,"['24TH AVE', 'TARAVAL ST']",37.7428144,-122.4810495
23262000,"['SANTIAGO ST', '24TH AVE']",37.74468118,-122.4811812
23263000,"['25TH AVE', 'TARAVAL ST']",37.74276728,-122.4821216
23264000,"['26TH AVE', 'TARAVAL ST']",37.74272021,-122.4831924
23265000,"['SANTIAGO ST', '25TH AVE']",37.74463418,-122.4822506
23266000,"['SANTIAGO ST', '26TH AVE']",37.74458707,-122.4833223
23267000,"['RIVERA ST', '26TH AVE']",37.74644882,-122.4834519
23268000,"['24TH AVE', 'RIVERA ST']",37.74654333,-122.4813104
23269000,"['24TH AVE', 'QUINTARA ST']",37.74840903,-122.4814402
23270000,"['23RD AVE', 'QUINTARA ST']",37.74845632,-122.4803684
23271000,"['PACHECO ST', '23RD AVE']",37.75032111,-122.4804981
23272000,"['24TH AVE', 'PACHECO ST']",37.75027382,-122.48157
23273000,"['RIVERA ST', '25TH AVE']",37.74649594,-122.4823844
23274000,"['25TH AVE', 'QUINTARA ST']",37.74836164,-122.4825143
23275000,"['26TH AVE', 'QUINTARA ST']",37.74831451,-122.4835818
23276000,"['27TH AVE', 'TARAVAL ST']",37.74267311,-122.4842636
23277000,"['28TH AVE', 'TARAVAL ST']",37.74262597,-122.4853355
23278000,"['SANTIAGO ST', '27TH AVE']",37.74453991,-122.4843949
23279000,"['27TH AVE', 'RIVERA ST']",37.74640149,-122.4845238
23280000,"['SANTIAGO ST', '28TH AVE']",37.74449279,-122.4854662
23281000,"['RIVERA ST', '28TH AVE']",37.74635409,-122.4855973
23282000,"['29TH AVE', 'TARAVAL ST']",37.7425788,-122.4864079
23283000,"['TARAVAL ST', '30TH AVE']",37.74253178,-122.4874765
23284000,"['30TH AVE', 'SANTIAGO ST']",37.74439864,-122.4876065
23285000,"['SANTIAGO ST', '29TH AVE']",37.74444573,-122.4865362
23286000,"['RIVERA ST', '29TH AVE']",37.74630701,-122.4866632
23287000,"['RIVERA ST', '30TH AVE']",37.74625961,-122.4877362
23288000,"['QUINTARA ST', '27TH AVE']",37.74826719,-122.4846537
23289000,"['QUINTARA ST', '28TH AVE']",37.74821978,-122.4857272
23290000,"['PACHECO ST', '28TH AVE']",37.75008456,-122.4858571
23291000,"['QUINTARA ST', '29TH AVE']",37.7481727,-122.4867932
23292000,"['30TH AVE', 'QUINTARA ST']",37.7481253,-122.4878662
23293000,"['29TH AVE', 'PACHECO ST']",37.75003748,-122.4869231
23298000,"['EUCALYPTUS DR', 'SPRINGFIELD DR']",37.73097337,-122.4879529
23299000,"['OCEAN AVE', 'SPRINGFIELD DR']",37.73215997,-122.4880353
23300000,"['EVERGLADE DR', 'OCEAN AVE']",37.73212165,-122.4889
23301000,"['EVERGLADE DR', 'EUCALYPTUS DR']",37.73121395,-122.4888362
23302000,"['HAVENSIDE DR', 'EUCALYPTUS DR']",37.7312049,-122.489686
23303000,"['HAVENSIDE DR', 'OCEAN AVE']",37.73208457,-122.489744
23304000,"['EUCALYPTUS DR', 'CLEARFIELD DR']",37.73070362,-122.4913454
23305000,"['WESTMOORLAND DR', 'EUCALYPTUS DR']",37.73093985,-122.4905182
23306000,"['OCEAN AVE', 'WESTMOORLAND DR']",37.73204735,-122.4905912
23307000,"['OCEAN AVE', 'CLEARFIELD DR']",37.73201021,-122.4914364
23308000,"['LAKE MERCED BLVD', 'SUNSET BLVD']",37.72959666,-122.4934699
23309000,"['MORNINGSIDE DR', 'OCEAN AVE']",37.73197294,-122.4922843
23310000,"['GELLERT DR', 'OCEAN AVE']",37.73193595,-122.4931259
23313000,"['SUNSET BLVD', 'OCEAN AVE']",37.73190988,-122.4937188
23314000,"['OCEAN AVE', 'LAKESHORE DR']",37.73188438,-122.4942988
23315000,"['COUNTRY CLUB DR', 'LAKESHORE DR']",37.73019306,-122.4942043
23316000,"['BONNIE BRAE LN', 'LAKESHORE DR']",37.72976976,-122.49716
23317000,['COUNTRY CLUB DR'],37.73010338,-122.4950224
23318000,"['OCEAN AVE', 'COUNTRY CLUB DR']",37.73184721,-122.4951439
23319000,"['HUNTINGTON DR', 'COUNTRY CLUB DR']",37.73227052,-122.4951734
23321000,"['LANCASTER LN', 'COUNTRY CLUB DR']",37.73275858,-122.4961938
23323000,"['JOHN MUIR DR', 'SKYLINE BLVD']",37.71895556,-122.500221
23325000,"['SKYLINE BLVD', 'HARDING RD']",37.72664518,-122.5025019
23327000,"['BONNIE BRAE LN', 'COUNTRY CLUB DR']",37.7299959,-122.4963789
23328000,"['COUNTRY CLUB DR', 'BROOKHAVEN LN', 'BERKSHIRE WAY']",37.73154157,-122.4971255
23329000,"['BERKSHIRE WAY', 'LAKESHORE DR', 'LAKE MERCED BLVD']",37.73127783,-122.4980016
23331000,"['ZOO RD', 'SKYLINE BLVD']",37.72839404,-122.5017705
23332000,"['ZOO RD', 'ARMORY DR']",37.7302117,-122.5026214
23334000,"['SLOAT BLVD', 'SPRINGFIELD DR']",37.73407477,-122.488167
23335000,"['EVERGLADE DR', 'CONSTANSO WAY', 'SLOAT BLVD']",37.7341133,-122.488956
23336000,"['ESCONDIDO AVE', 'CONSTANSO WAY']",37.73476368,-122.4885755
23337000,"['ESCONDIDO AVE', '34TH AVE']",37.73469847,-122.491279
23338000,"['CLEARFIELD DR', '34TH AVE', 'SLOAT BLVD']",37.73400786,-122.4913426
23340000,"['34TH AVE', 'YORBA ST']",37.73532702,-122.4913205
23341000,"['YORBA ST', 'CRESTLAKE DR']",37.73560634,-122.4902701
23342000,"['CRESTLAKE DR', '34TH AVE', 'WAWONA ST']",37.73729302,-122.4913349
23343000,"['WAWONA ST', 'ESCOLTA WAY']",37.73795698,-122.4899709
23344000,"['31ST AVE', 'ESCOLTA WAY']",37.73764358,-122.4884187
23345000,"['31ST AVE', 'VICENTE ST']",37.73875766,-122.4882867
23346000,"['31ST AVE', 'ULLOA ST']",37.74061647,-122.4884167
23347000,"['32ND AVE', 'VICENTE ST']",37.73871026,-122.4893567
23348000,"['32ND AVE', 'ULLOA ST']",37.74056913,-122.48949
23349000,"['33RD AVE', 'VICENTE ST']",37.73866262,-122.4904322
23350000,"['33RD AVE', 'WAWONA ST']",37.73792956,-122.4903642
23352000,"['VICENTE ST', '34TH AVE']",37.73861425,-122.4915239
23353000,"['ULLOA ST', '33RD AVE']",37.74052185,-122.4905618
23354000,"['33RD AVE', 'TARAVAL ST']",37.74239025,-122.490692
23355000,"['34TH AVE', 'ULLOA ST']",37.74047451,-122.4916349
23356000,"['34TH AVE', 'TARAVAL ST']",37.74234288,-122.4917679
23357000,"['YORBA ST', '35TH AVE']",37.73504483,-122.4923309
23358000,"['35TH AVE', 'SLOAT BLVD']",37.7340581,-122.4922594
23361000,"['YORBA ST', '36TH AVE']",37.73485612,-122.493407
23363000,"['35TH AVE', 'WAWONA ST']",37.73706904,-122.4924709
23364000,"['36TH AVE', 'WAWONA ST']",37.73670576,-122.4935402
23365000,"['YORBA ST', '37TH AVE']",37.73481077,-122.4944634
23366000,"['SUNSET BLVD', 'YORBA ST']",37.73502785,-122.4938571
23367000,"['WAWONA ST', 'SUNSET BLVD']",37.73663509,-122.4940538
23369000,"['WAWONA ST', '37TH AVE']",37.73660493,-122.4945908
23370000,"['38TH AVE', 'YORBA ST']",37.73470796,-122.4955322
23371000,"['WAWONA ST', '38TH AVE']",37.73655814,-122.4956588
23372000,"['35TH AVE', 'VICENTE ST']",37.73856763,-122.4925758
23373000,"['36TH AVE', 'VICENTE ST']",37.73851921,-122.4936682
23374000,"['35TH AVE', 'ULLOA ST']",37.74042724,-122.4927061
23375000,"['35TH AVE', 'TARAVAL ST']",37.74229579,-122.4928369
23376000,"['ULLOA ST', '36TH AVE']",37.74038004,-122.4937755
23377000,"['TARAVAL ST', '36TH AVE']",37.74224865,-122.493907
23378000,"['SUNSET BLVD', 'VICENTE ST']",37.73849645,-122.4941814
23379000,"['37TH AVE', 'VICENTE ST']",37.73847287,-122.4947205
23380000,"['37TH AVE', 'ULLOA ST']",37.74033261,-122.4948497
23381000,"['VICENTE ST', '38TH AVE']",37.73842612,-122.4957892
23382000,"['ULLOA ST', '38TH AVE']",37.7402854,-122.4959189
23383000,"['SUNSET BLVD', 'ULLOA ST']",37.74035632,-122.4943126
23384000,"['TARAVAL ST', 'SUNSET BLVD']",37.74222503,-122.4944433
23385000,"['TARAVAL ST', '37TH AVE']",37.7422008,-122.4949795
23386000,"['TARAVAL ST', '38TH AVE']",37.74215244,-122.4960492
23387000,"['TARAVAL ST', '31ST AVE']",37.74248467,-122.4885472
23388000,"['31ST AVE', 'SANTIAGO ST']",37.7443515,-122.4886776
23389000,"['TARAVAL ST', '32ND AVE']",37.74243744,-122.4896202
23390000,"['SANTIAGO ST', '32ND AVE']",37.74430429,-122.4897503
23391000,"['RIVERA ST', '31ST AVE']",37.74621233,-122.4888065
23392000,"['RIVERA ST', '32ND AVE']",37.74616495,-122.4898788
23393000,"['33RD AVE', 'SANTIAGO ST']",37.7442571,-122.4908222
23394000,"['34TH AVE', 'SANTIAGO ST']",37.74420961,-122.4919007
23395000,"['RIVERA ST', '33RD AVE']",37.74611752,-122.4909519
23396000,"['34TH AVE', 'RIVERA ST']",37.74607,-122.4920269
23397000,"['QUINTARA ST', '31ST AVE']",37.74807801,-122.4889365
23398000,"['32ND AVE', 'QUINTARA ST']",37.74803062,-122.4900088
23399000,"['30TH AVE', 'PACHECO ST']",37.74999008,-122.4879961
23400000,"['31ST AVE', 'PACHECO ST']",37.74994279,-122.4890664
