,CNN,ST_NAMES,LAT,LONG,SP
0,20010000,"['GILROY ST', 'JAMESTOWN AVE']",37.71555762,-122.38943770000002,51652000
1,20010000,"['GILROY ST', 'JAMESTOWN AVE']",37.71555762,-122.38943770000002,20435000
2,20010000,"['GILROY ST', 'JAMESTOWN AVE']",37.71555762,-122.38943770000002,28144000
3,20011000,"['INGERSON AVE', 'GIANTS DR']",37.71629822,-122.38813049999999,20097000
4,20011000,"['INGERSON AVE', 'GIANTS DR']",37.71629822,-122.38813049999999,20011000
5,20011000,"['INGERSON AVE', 'GIANTS DR']",37.71629822,-122.38813049999999,20101000
6,20011000,"['INGERSON AVE', 'GIANTS DR']",37.71629822,-122.38813049999999,20103000
7,20013000,"['IGNACIO AVE', 'GILROY ST']",37.71608699,-122.38897779999999,51652000
8,20013000,"['IGNACIO AVE', 'GILROY ST']",37.71608699,-122.38897779999999,20010000
9,20013000,"['IGNACIO AVE', 'GILROY ST']",37.71608699,-122.38897779999999,51653000
10,20034000,"['DONAHUE ST', 'CLEO RAND AVE']",37.72856818,-122.3703524,50752000
11,20034000,"['DONAHUE ST', 'CLEO RAND AVE']",37.72856818,-122.3703524,20034000
12,20034000,"['DONAHUE ST', 'CLEO RAND AVE']",37.72856818,-122.3703524,33121000
13,20034000,"['DONAHUE ST', 'CLEO RAND AVE']",37.72856818,-122.3703524,35028000
14,20039000,"['JERROLD AVE', 'EARL ST']",37.72925451,-122.37258359999998,33128000
15,20039000,"['JERROLD AVE', 'EARL ST']",37.72925451,-122.37258359999998,20041000
16,20039000,"['JERROLD AVE', 'EARL ST']",37.72925451,-122.37258359999998,33121000
17,20039000,"['JERROLD AVE', 'EARL ST']",37.72925451,-122.37258359999998,20044000
18,20041000,"['EARL ST', 'INNES AVE']",37.72987388,-122.3720057,33130000
19,20041000,"['EARL ST', 'INNES AVE']",37.72987388,-122.3720057,20039000
20,20041000,"['EARL ST', 'INNES AVE']",37.72987388,-122.3720057,20056000
21,20041000,"['EARL ST', 'INNES AVE']",37.72987388,-122.3720057,35028000
22,20044000,"['JERROLD AVE', 'NORTHRIDGE RD', 'DORMITORY RD']",37.73017668,-122.3742173,20046000
23,20044000,"['JERROLD AVE', 'NORTHRIDGE RD', 'DORMITORY RD']",37.73017668,-122.3742173,20044000
24,20044000,"['JERROLD AVE', 'NORTHRIDGE RD', 'DORMITORY RD']",37.73017668,-122.3742173,20039000
25,20044000,"['JERROLD AVE', 'NORTHRIDGE RD', 'DORMITORY RD']",37.73017668,-122.3742173,20060000
26,20044000,"['JERROLD AVE', 'NORTHRIDGE RD', 'DORMITORY RD']",37.73017668,-122.3742173,20078000
27,20046000,"['KISKA RD', 'KIRKWOOD AVE', 'DORMITORY RD']",37.72965969,-122.37492809999999,20044000
28,20046000,"['KISKA RD', 'KIRKWOOD AVE', 'DORMITORY RD']",37.72965969,-122.37492809999999,20046000
29,20046000,"['KISKA RD', 'KIRKWOOD AVE', 'DORMITORY RD']",37.72965969,-122.37492809999999,20058000
30,20046000,"['KISKA RD', 'KIRKWOOD AVE', 'DORMITORY RD']",37.72965969,-122.37492809999999,33128000
31,20046000,"['KISKA RD', 'KIRKWOOD AVE', 'DORMITORY RD']",37.72965969,-122.37492809999999,20077000
32,20051000,"['FITZGERALD AVE', 'DONAHUE ST']",37.71568214,-122.381971,33644000
33,20051000,"['FITZGERALD AVE', 'DONAHUE ST']",37.71568214,-122.381971,33226000
34,20051000,"['FITZGERALD AVE', 'DONAHUE ST']",37.71568214,-122.381971,33220000
35,20051000,"['FITZGERALD AVE', 'DONAHUE ST']",37.71568214,-122.381971,33223000
36,20056000,"['ARELIOUS WALKER DR', 'INNES AVE']",37.73093607,-122.37389040000001,50763000
37,20056000,"['ARELIOUS WALKER DR', 'INNES AVE']",37.73093607,-122.37389040000001,20057000
38,20056000,"['ARELIOUS WALKER DR', 'INNES AVE']",37.73093607,-122.37389040000001,20163000
39,20056000,"['ARELIOUS WALKER DR', 'INNES AVE']",37.73093607,-122.37389040000001,20041000
40,20057000,"['ARELIOUS WALKER DR', 'HUDSON AVE']",37.73156106,-122.3733263,20056000
41,20057000,"['ARELIOUS WALKER DR', 'HUDSON AVE']",37.73156106,-122.3733263,50763000
42,20057000,"['ARELIOUS WALKER DR', 'HUDSON AVE']",37.73156106,-122.3733263,51855000
43,20057000,"['ARELIOUS WALKER DR', 'HUDSON AVE']",37.73156106,-122.3733263,33130000
44,20058000,"['KISKA RD', 'REARDON RD']",37.73001583,-122.37720259999999,20046000
45,20058000,"['KISKA RD', 'REARDON RD']",37.73001583,-122.37720259999999,20077000
46,20058000,"['KISKA RD', 'REARDON RD']",37.73001583,-122.37720259999999,20058000
47,20058000,"['KISKA RD', 'REARDON RD']",37.73001583,-122.37720259999999,50770000
48,20060000,"['NORTHRIDGE RD', 'HARBOR RD']",37.73100987,-122.37699950000001,20061000
49,20060000,"['NORTHRIDGE RD', 'HARBOR RD']",37.73100987,-122.37699950000001,20086000
50,20060000,"['NORTHRIDGE RD', 'HARBOR RD']",37.73100987,-122.37699950000001,20078000
51,20060000,"['NORTHRIDGE RD', 'HARBOR RD']",37.73100987,-122.37699950000001,20044000
52,20061000,"['INGALLS ST', 'HARBOR RD']",37.73338073,-122.3799317,20086000
53,20061000,"['INGALLS ST', 'HARBOR RD']",37.73338073,-122.3799317,20060000
54,20061000,"['INGALLS ST', 'HARBOR RD']",37.73338073,-122.3799317,20175000
55,20061000,"['INGALLS ST', 'HARBOR RD']",37.73338073,-122.3799317,20085000
56,20064000,"['BALDWIN CT', 'OAKDALE AVE']",37.72948885,-122.3813991,50768000
57,20064000,"['BALDWIN CT', 'OAKDALE AVE']",37.72948885,-122.3813991,20064000
58,20064000,"['BALDWIN CT', 'OAKDALE AVE']",37.72948885,-122.3813991,20131000
59,20064000,"['BALDWIN CT', 'OAKDALE AVE']",37.72948885,-122.3813991,50766000
60,20065000,"['GRIFFITH ST', 'OAKDALE AVE']",37.72823179,-122.3791747,33127000
61,20065000,"['GRIFFITH ST', 'OAKDALE AVE']",37.72823179,-122.3791747,20073000
62,20065000,"['GRIFFITH ST', 'OAKDALE AVE']",37.72823179,-122.3791747,20131000
63,20065000,"['GRIFFITH ST', 'OAKDALE AVE']",37.72823179,-122.3791747,20064000
64,20066000,"['GRIFFITH ST', 'LA SALLE AVE', 'NAVY RD']",37.72894233,-122.37854180000001,20128000
65,20066000,"['GRIFFITH ST', 'LA SALLE AVE', 'NAVY RD']",37.72894233,-122.37854180000001,20126000
66,20066000,"['GRIFFITH ST', 'LA SALLE AVE', 'NAVY RD']",37.72894233,-122.37854180000001,20065000
67,20066000,"['GRIFFITH ST', 'LA SALLE AVE', 'NAVY RD']",37.72894233,-122.37854180000001,20066000
68,20066000,"['GRIFFITH ST', 'LA SALLE AVE', 'NAVY RD']",37.72894233,-122.37854180000001,50769000
69,20066000,"['GRIFFITH ST', 'LA SALLE AVE', 'NAVY RD']",37.72894233,-122.37854180000001,33127000
70,20067000,"['GRIFFITH ST', 'REVERE AVE']",37.72636352,-122.38081709999999,20116000
71,20067000,"['GRIFFITH ST', 'REVERE AVE']",37.72636352,-122.38081709999999,20075000
72,20067000,"['GRIFFITH ST', 'REVERE AVE']",37.72636352,-122.38081709999999,20076000
73,20067000,"['GRIFFITH ST', 'REVERE AVE']",37.72636352,-122.38081709999999,33141000
74,20070000,"['GRIFFITH ST', 'THOMAS AVE']",37.72510825,-122.3819385,20116000
75,20070000,"['GRIFFITH ST', 'THOMAS AVE']",37.72510825,-122.3819385,20121000
76,20070000,"['GRIFFITH ST', 'THOMAS AVE']",37.72510825,-122.3819385,20146000
77,20072000,"['PALOU AVE', 'CRISP RD']",37.72778541,-122.3799919,33127000
78,20072000,"['PALOU AVE', 'CRISP RD']",37.72778541,-122.3799919,20074000
79,20072000,"['PALOU AVE', 'CRISP RD']",37.72778541,-122.3799919,20118000
80,20072000,"['PALOU AVE', 'CRISP RD']",37.72778541,-122.3799919,20073000
81,20073000,"['GRIFFITH ST', 'PALOU AVE']",37.72761779,-122.3796966,33127000
82,20073000,"['GRIFFITH ST', 'PALOU AVE']",37.72761779,-122.3796966,20072000
83,20073000,"['GRIFFITH ST', 'PALOU AVE']",37.72761779,-122.3796966,51650000
84,20074000,"['CRISP RD', 'QUESADA AVE']",37.72780466,-122.3816909,20076000
85,20074000,"['CRISP RD', 'QUESADA AVE']",37.72780466,-122.3816909,20072000
86,20074000,"['CRISP RD', 'QUESADA AVE']",37.72780466,-122.3816909,20075000
87,20074000,"['CRISP RD', 'QUESADA AVE']",37.72780466,-122.3816909,20117000
88,20075000,"['GRIFFITH ST', 'QUESADA AVE']",37.72699066,-122.3802568,20067000
89,20075000,"['GRIFFITH ST', 'QUESADA AVE']",37.72699066,-122.3802568,20073000
90,20075000,"['GRIFFITH ST', 'QUESADA AVE']",37.72699066,-122.3802568,20074000
91,20075000,"['GRIFFITH ST', 'QUESADA AVE']",37.72699066,-122.3802568,33140000
92,20076000,"['CRISP RD', 'REVERE AVE']",37.72721673,-122.3823203,20074000
93,20076000,"['CRISP RD', 'REVERE AVE']",37.72721673,-122.3823203,20120000
94,20076000,"['CRISP RD', 'REVERE AVE']",37.72721673,-122.3823203,20067000
95,20077000,"['KISKA RD', 'INGALLS ST']",37.73110942,-122.37955190000001,20081000
96,20077000,"['KISKA RD', 'INGALLS ST']",37.73110942,-122.37955190000001,20078000
97,20077000,"['KISKA RD', 'INGALLS ST']",37.73110942,-122.37955190000001,20058000
98,20078000,"['INGALLS ST', 'ROSIE LEE LN', 'NORTHRIDGE RD']",37.73167941,-122.37934709999999,20077000
99,20078000,"['INGALLS ST', 'ROSIE LEE LN', 'NORTHRIDGE RD']",37.73167941,-122.37934709999999,20085000
100,20078000,"['INGALLS ST', 'ROSIE LEE LN', 'NORTHRIDGE RD']",37.73167941,-122.37934709999999,20090000
101,20078000,"['INGALLS ST', 'ROSIE LEE LN', 'NORTHRIDGE RD']",37.73167941,-122.37934709999999,20060000
102,20078000,"['INGALLS ST', 'ROSIE LEE LN', 'NORTHRIDGE RD']",37.73167941,-122.37934709999999,20084000
103,20081000,"['INGALLS ST', 'BEATRICE LN']",37.73071901,-122.3799012,20082000
104,20081000,"['INGALLS ST', 'BEATRICE LN']",37.73071901,-122.3799012,20089000
105,20081000,"['INGALLS ST', 'BEATRICE LN']",37.73071901,-122.3799012,20077000
106,20082000,"['BEATRICE LN', 'ESPANOLA ST']",37.73090118,-122.380149,20081000
107,20082000,"['BEATRICE LN', 'ESPANOLA ST']",37.73090118,-122.380149,20089000
108,20082000,"['BEATRICE LN', 'ESPANOLA ST']",37.73090118,-122.380149,20083000
109,20083000,"['ESPANOLA ST', 'MATTHEW CT']",37.7312829,-122.37993440000001,20082000
110,20083000,"['ESPANOLA ST', 'MATTHEW CT']",37.7312829,-122.37993440000001,20084000
111,20083000,"['ESPANOLA ST', 'MATTHEW CT']",37.7312829,-122.37993440000001,50773000
112,20083000,"['ESPANOLA ST', 'MATTHEW CT']",37.7312829,-122.37993440000001,20083000
113,20084000,"['ROSIE LEE LN', 'ESPANOLA ST']",37.7317017,-122.3796837,20083000
114,20084000,"['ROSIE LEE LN', 'ESPANOLA ST']",37.7317017,-122.3796837,20082000
115,20084000,"['ROSIE LEE LN', 'ESPANOLA ST']",37.7317017,-122.3796837,20090000
116,20084000,"['ROSIE LEE LN', 'ESPANOLA ST']",37.7317017,-122.3796837,20078000
117,20085000,"['HUDSON AVE', 'INGALLS ST']",37.73246457,-122.37959609999999,20087000
118,20085000,"['HUDSON AVE', 'INGALLS ST']",37.73246457,-122.37959609999999,50771000
119,20085000,"['HUDSON AVE', 'INGALLS ST']",37.73246457,-122.37959609999999,20078000
120,20085000,"['HUDSON AVE', 'INGALLS ST']",37.73246457,-122.37959609999999,20061000
121,20086000,"['BERTHA LN', 'HARBOR RD']",37.73403385,-122.3812842,20087000
122,20086000,"['BERTHA LN', 'HARBOR RD']",37.73403385,-122.3812842,20086000
123,20086000,"['BERTHA LN', 'HARBOR RD']",37.73403385,-122.3812842,20061000
124,20087000,"['BERTHA LN', 'HUDSON AVE']",37.73242217,-122.38018459999999,20086000
125,20087000,"['BERTHA LN', 'HUDSON AVE']",37.73242217,-122.38018459999999,20087000
126,20087000,"['BERTHA LN', 'HUDSON AVE']",37.73242217,-122.38018459999999,20085000
127,20087000,"['BERTHA LN', 'HUDSON AVE']",37.73242217,-122.38018459999999,50771000
128,20089000,"['BEATRICE LN', 'LILLIAN ST']",37.73138779,-122.38114650000001,50774000
129,20089000,"['BEATRICE LN', 'LILLIAN ST']",37.73138779,-122.38114650000001,20082000
130,20089000,"['BEATRICE LN', 'LILLIAN ST']",37.73138779,-122.38114650000001,20090000
131,20089000,"['BEATRICE LN', 'LILLIAN ST']",37.73138779,-122.38114650000001,20089000
132,20090000,"['LILLIAN ST', 'ROSIE LEE LN']",37.73207905,-122.38052890000002,20089000
133,20090000,"['LILLIAN ST', 'ROSIE LEE LN']",37.73207905,-122.38052890000002,20090000
134,20090000,"['LILLIAN ST', 'ROSIE LEE LN']",37.73207905,-122.38052890000002,20084000
135,20090000,"['LILLIAN ST', 'ROSIE LEE LN']",37.73207905,-122.38052890000002,50772000
136,20092000,"['EGBERT AVE', 'ARELIOUS WALKER DR']",37.71840736,-122.3851571,33220000
137,20092000,"['EGBERT AVE', 'ARELIOUS WALKER DR']",37.71840736,-122.3851571,33145000
138,20092000,"['EGBERT AVE', 'ARELIOUS WALKER DR']",37.71840736,-122.3851571,33219000
139,20093000,"['GRIFFITH ST', 'CARROLL AVE']",37.72074631,-122.3858691,33145000
140,20093000,"['GRIFFITH ST', 'CARROLL AVE']",37.72074631,-122.3858691,20110000
141,20093000,"['GRIFFITH ST', 'CARROLL AVE']",37.72074631,-122.3858691,20098000
142,20093000,"['GRIFFITH ST', 'CARROLL AVE']",37.72074631,-122.3858691,28192000
143,20096000,"['GRIFFITH ST', 'GILMAN AVE']",37.71823564,-122.38813689999999,20097000
144,20096000,"['GRIFFITH ST', 'GILMAN AVE']",37.71823564,-122.38813689999999,20105000
145,20096000,"['GRIFFITH ST', 'GILMAN AVE']",37.71823564,-122.38813689999999,20103000
146,20097000,"['GILMAN AVE', 'GIANTS DR']",37.717509,-122.3868497,20011000
147,20097000,"['GILMAN AVE', 'GIANTS DR']",37.717509,-122.3868497,20097000
148,20097000,"['GILMAN AVE', 'GIANTS DR']",37.717509,-122.3868497,33221000
149,20097000,"['GILMAN AVE', 'GIANTS DR']",37.717509,-122.3868497,20096000
150,20098000,"['GRIFFITH ST', 'CAMERON WAY']",37.72005455,-122.385609,20100000
151,20098000,"['GRIFFITH ST', 'CAMERON WAY']",37.72005455,-122.385609,20108000
152,20098000,"['GRIFFITH ST', 'CAMERON WAY']",37.72005455,-122.385609,28192000
153,20098000,"['GRIFFITH ST', 'CAMERON WAY']",37.72005455,-122.385609,20093000
154,20099000,"['NICHOLS WAY', 'CAMERON WAY']",37.72012445,-122.38856409999998,20104000
155,20099000,"['NICHOLS WAY', 'CAMERON WAY']",37.72012445,-122.38856409999998,20108000
156,20099000,"['NICHOLS WAY', 'CAMERON WAY']",37.72012445,-122.38856409999998,20100000
157,20099000,"['NICHOLS WAY', 'CAMERON WAY']",37.72012445,-122.38856409999998,20099000
158,20100000,"['CAMERON WAY', 'NICHOLS WAY']",37.72035703,-122.38624309999999,20098000
159,20100000,"['CAMERON WAY', 'NICHOLS WAY']",37.72035703,-122.38624309999999,20108000
160,20100000,"['CAMERON WAY', 'NICHOLS WAY']",37.72035703,-122.38624309999999,20099000
161,20100000,"['CAMERON WAY', 'NICHOLS WAY']",37.72035703,-122.38624309999999,20100000
162,20101000,"['GILROY ST', 'INGERSON AVE']",37.716879299999995,-122.38913600000001,20013000
163,20101000,"['GILROY ST', 'INGERSON AVE']",37.716879299999995,-122.38913600000001,20103000
164,20101000,"['GILROY ST', 'INGERSON AVE']",37.716879299999995,-122.38913600000001,20011000
165,20102000,"['CORONADO ST', 'INGERSON AVE']",37.71749791,-122.39020500000001,20434000
166,20102000,"['CORONADO ST', 'INGERSON AVE']",37.71749791,-122.39020500000001,20102000
167,20102000,"['CORONADO ST', 'INGERSON AVE']",37.71749791,-122.39020500000001,20439000
168,20102000,"['CORONADO ST', 'INGERSON AVE']",37.71749791,-122.39020500000001,20103000
169,20103000,"['GRIFFITH ST', 'INGERSON AVE']",37.71696129,-122.3892777,20435000
170,20103000,"['GRIFFITH ST', 'INGERSON AVE']",37.71696129,-122.3892777,20096000
171,20103000,"['GRIFFITH ST', 'INGERSON AVE']",37.71696129,-122.3892777,20101000
172,20103000,"['GRIFFITH ST', 'INGERSON AVE']",37.71696129,-122.3892777,20102000
173,20104000,"['CAMERON WAY', 'FITZGERALD AVE']",37.7196775,-122.3891392,20099000
174,20104000,"['CAMERON WAY', 'FITZGERALD AVE']",37.7196775,-122.3891392,20107000
175,20104000,"['CAMERON WAY', 'FITZGERALD AVE']",37.7196775,-122.3891392,20105000
176,20105000,"['GRIFFITH ST', 'FITZGERALD AVE']",37.718760499999995,-122.38766129999999,20104000
177,20105000,"['GRIFFITH ST', 'FITZGERALD AVE']",37.718760499999995,-122.38766129999999,20107000
178,20105000,"['GRIFFITH ST', 'FITZGERALD AVE']",37.718760499999995,-122.38766129999999,20103000
179,20105000,"['GRIFFITH ST', 'FITZGERALD AVE']",37.718760499999995,-122.38766129999999,20096000
180,20107000,"['FITZGERALD AVE', 'HAWES ST']",37.71992743,-122.389459,20104000
181,20107000,"['FITZGERALD AVE', 'HAWES ST']",37.71992743,-122.389459,20448000
182,20107000,"['FITZGERALD AVE', 'HAWES ST']",37.71992743,-122.389459,51651000
183,20107000,"['FITZGERALD AVE', 'HAWES ST']",37.71992743,-122.389459,20438000
184,20108000,"['DOUBLE ROCK ST', 'CAMERON WAY']",37.720692799999995,-122.38805579999999,20099000
185,20108000,"['DOUBLE ROCK ST', 'CAMERON WAY']",37.720692799999995,-122.38805579999999,20104000
186,20108000,"['DOUBLE ROCK ST', 'CAMERON WAY']",37.720692799999995,-122.38805579999999,50808000
187,20108000,"['DOUBLE ROCK ST', 'CAMERON WAY']",37.720692799999995,-122.38805579999999,20108000
188,20110000,"['CARROLL AVE', 'HAWES ST']",37.72181326,-122.38774620000001,20450000
189,20110000,"['CARROLL AVE', 'HAWES ST']",37.72181326,-122.38774620000001,20093000
190,20110000,"['CARROLL AVE', 'HAWES ST']",37.72181326,-122.38774620000001,20111000
191,20110000,"['CARROLL AVE', 'HAWES ST']",37.72181326,-122.38774620000001,28193000
192,20111000,"['HAWES ST', 'DONNER AVE']",37.72117507,-122.38833329999999,20449000
193,20111000,"['HAWES ST', 'DONNER AVE']",37.72117507,-122.38833329999999,20456000
194,20111000,"['HAWES ST', 'DONNER AVE']",37.72117507,-122.38833329999999,51651000
195,20111000,"['HAWES ST', 'DONNER AVE']",37.72117507,-122.38833329999999,20110000
196,20112000,"['HAWES ST', 'ARMSTRONG AVE']",37.72303967,-122.3866277,28232000
197,20112000,"['HAWES ST', 'ARMSTRONG AVE']",37.72303967,-122.3866277,20113000
198,20112000,"['HAWES ST', 'ARMSTRONG AVE']",37.72303967,-122.3866277,33164000
199,20112000,"['HAWES ST', 'ARMSTRONG AVE']",37.72303967,-122.3866277,28193000
200,20113000,"['ARMSTRONG AVE', 'INGALLS ST']",37.72410023,-122.3884962,20112000
201,20113000,"['ARMSTRONG AVE', 'INGALLS ST']",37.72410023,-122.3884962,20481000
202,20113000,"['ARMSTRONG AVE', 'INGALLS ST']",37.72410023,-122.3884962,20114000
203,20113000,"['ARMSTRONG AVE', 'INGALLS ST']",37.72410023,-122.3884962,20148000
204,20114000,"['INGALLS ST', 'BANCROFT AVE']",37.72348162,-122.3890527,28193000
205,20114000,"['INGALLS ST', 'BANCROFT AVE']",37.72348162,-122.3890527,20451000
206,20114000,"['INGALLS ST', 'BANCROFT AVE']",37.72348162,-122.3890527,20450000
207,20114000,"['INGALLS ST', 'BANCROFT AVE']",37.72348162,-122.3890527,20113000
208,20116000,"['GRIFFITH ST', 'SHAFTER AVE']",37.72573637,-122.38137739999999,20067000
209,20116000,"['GRIFFITH ST', 'SHAFTER AVE']",37.72573637,-122.38137739999999,20070000
210,20116000,"['GRIFFITH ST', 'SHAFTER AVE']",37.72573637,-122.38137739999999,51648000
211,20117000,"['HAWES ST', 'QUESADA AVE']",37.72805144,-122.3821257,20120000
212,20117000,"['HAWES ST', 'QUESADA AVE']",37.72805144,-122.3821257,20118000
213,20117000,"['HAWES ST', 'QUESADA AVE']",37.72805144,-122.3821257,20074000
214,20117000,"['HAWES ST', 'QUESADA AVE']",37.72805144,-122.3821257,20135000
215,20118000,"['HAWES ST', 'PALOU AVE']",37.72867801,-122.3815644,20117000
216,20118000,"['HAWES ST', 'PALOU AVE']",37.72867801,-122.3815644,20120000
217,20118000,"['HAWES ST', 'PALOU AVE']",37.72867801,-122.3815644,20072000
218,20118000,"['HAWES ST', 'PALOU AVE']",37.72867801,-122.3815644,20136000
219,20119000,"['SHAFTER AVE', 'HAWES ST']",37.72679829999999,-122.3832483,20120000
220,20119000,"['SHAFTER AVE', 'HAWES ST']",37.72679829999999,-122.3832483,20121000
221,20119000,"['SHAFTER AVE', 'HAWES ST']",37.72679829999999,-122.3832483,20124000
222,20119000,"['SHAFTER AVE', 'HAWES ST']",37.72679829999999,-122.3832483,20116000
223,20120000,"['HAWES ST', 'REVERE AVE']",37.72742487,-122.382687,20119000
224,20120000,"['HAWES ST', 'REVERE AVE']",37.72742487,-122.382687,20117000
225,20120000,"['HAWES ST', 'REVERE AVE']",37.72742487,-122.382687,20076000
226,20120000,"['HAWES ST', 'REVERE AVE']",37.72742487,-122.382687,20125000
227,20121000,"['HAWES ST', 'THOMAS AVE']",37.72617078,-122.3838104,20123000
228,20121000,"['HAWES ST', 'THOMAS AVE']",37.72617078,-122.3838104,20119000
229,20121000,"['HAWES ST', 'THOMAS AVE']",37.72617078,-122.3838104,20146000
230,20121000,"['HAWES ST', 'THOMAS AVE']",37.72617078,-122.3838104,20070000
231,20122000,"['VAN DYKE AVE', 'HAWES ST']",37.72492198,-122.38494140000002,33165000
232,20122000,"['VAN DYKE AVE', 'HAWES ST']",37.72492198,-122.38494140000002,20123000
233,20122000,"['VAN DYKE AVE', 'HAWES ST']",37.72492198,-122.38494140000002,20144000
234,20122000,"['VAN DYKE AVE', 'HAWES ST']",37.72492198,-122.38494140000002,20151000
235,20123000,"['HAWES ST', 'UNDERWOOD AVE']",37.72562425,-122.38438729999999,20121000
236,20123000,"['HAWES ST', 'UNDERWOOD AVE']",37.72562425,-122.38438729999999,20122000
237,20123000,"['HAWES ST', 'UNDERWOOD AVE']",37.72562425,-122.38438729999999,20149000
238,20123000,"['HAWES ST', 'UNDERWOOD AVE']",37.72562425,-122.38438729999999,20145000
239,20124000,"['INGALLS ST', 'SHAFTER AVE']",37.72785999,-122.3851189,20125000
240,20124000,"['INGALLS ST', 'SHAFTER AVE']",37.72785999,-122.3851189,20146000
241,20124000,"['INGALLS ST', 'SHAFTER AVE']",37.72785999,-122.3851189,20119000
242,20124000,"['INGALLS ST', 'SHAFTER AVE']",37.72785999,-122.3851189,20155000
243,20125000,"['INGALLS ST', 'REVERE AVE']",37.72848585,-122.38455630000001,20124000
244,20125000,"['INGALLS ST', 'REVERE AVE']",37.72848585,-122.38455630000001,20135000
245,20125000,"['INGALLS ST', 'REVERE AVE']",37.72848585,-122.38455630000001,20154000
246,20125000,"['INGALLS ST', 'REVERE AVE']",37.72848585,-122.38455630000001,20120000
247,20126000,"['INGALLS ST', 'LA SALLE AVE']",37.73058172,-122.3814394,20127000
248,20126000,"['INGALLS ST', 'LA SALLE AVE']",37.73058172,-122.3814394,20131000
249,20126000,"['INGALLS ST', 'LA SALLE AVE']",37.73058172,-122.3814394,20132000
250,20126000,"['INGALLS ST', 'LA SALLE AVE']",37.73058172,-122.3814394,20128000
251,20127000,"['INGALLS ST', 'GEORGE CT']",37.73061959,-122.38227020000001,50767000
252,20127000,"['INGALLS ST', 'GEORGE CT']",37.73061959,-122.38227020000001,20127000
253,20127000,"['INGALLS ST', 'GEORGE CT']",37.73061959,-122.38227020000001,20131000
254,20127000,"['INGALLS ST', 'GEORGE CT']",37.73061959,-122.38227020000001,20126000
255,20128000,"['WHITFIELD CT', 'LA SALLE AVE']",37.73117466,-122.3816081,20132000
256,20128000,"['WHITFIELD CT', 'LA SALLE AVE']",37.73117466,-122.3816081,20126000
257,20128000,"['WHITFIELD CT', 'LA SALLE AVE']",37.73117466,-122.3816081,50765000
258,20128000,"['WHITFIELD CT', 'LA SALLE AVE']",37.73117466,-122.3816081,20128000
259,20131000,"['OAKDALE AVE', 'INGALLS ST']",37.73034197,-122.3828879,20127000
260,20131000,"['OAKDALE AVE', 'INGALLS ST']",37.73034197,-122.3828879,20136000
261,20131000,"['OAKDALE AVE', 'INGALLS ST']",37.73034197,-122.3828879,50766000
262,20131000,"['OAKDALE AVE', 'INGALLS ST']",37.73034197,-122.3828879,20064000
263,20132000,"['OSCEOLA LN', 'LA SALLE AVE']",37.73152914,-122.3819486,20128000
264,20132000,"['OSCEOLA LN', 'LA SALLE AVE']",37.73152914,-122.3819486,33144000
265,20132000,"['OSCEOLA LN', 'LA SALLE AVE']",37.73152914,-122.3819486,20132000
266,20135000,"['INGALLS ST', 'QUESADA AVE']",37.729111700000004,-122.38399369999999,20125000
267,20135000,"['INGALLS ST', 'QUESADA AVE']",37.729111700000004,-122.38399369999999,20136000
268,20135000,"['INGALLS ST', 'QUESADA AVE']",37.729111700000004,-122.38399369999999,20153000
269,20135000,"['INGALLS ST', 'QUESADA AVE']",37.729111700000004,-122.38399369999999,20117000
270,20136000,"['INGALLS ST', 'PALOU AVE']",37.72973755,-122.38343119999999,20131000
271,20136000,"['INGALLS ST', 'PALOU AVE']",37.72973755,-122.38343119999999,20135000
272,20136000,"['INGALLS ST', 'PALOU AVE']",37.72973755,-122.38343119999999,20140000
273,20136000,"['INGALLS ST', 'PALOU AVE']",37.72973755,-122.38343119999999,20118000
274,20137000,"['GARLINGTON CT', 'LA SALLE AVE']",37.7326519,-122.38427949999999,20138000
275,20137000,"['GARLINGTON CT', 'LA SALLE AVE']",37.7326519,-122.38427949999999,50775000
276,20137000,"['GARLINGTON CT', 'LA SALLE AVE']",37.7326519,-122.38427949999999,20196000
277,20137000,"['GARLINGTON CT', 'LA SALLE AVE']",37.7326519,-122.38427949999999,33144000
278,20138000,"['GARLINGTON CT', 'COMMER CT']",37.73235215,-122.3844951,50782000
279,20138000,"['GARLINGTON CT', 'COMMER CT']",37.73235215,-122.3844951,20138000
280,20138000,"['GARLINGTON CT', 'COMMER CT']",37.73235215,-122.3844951,50775000
281,20138000,"['GARLINGTON CT', 'COMMER CT']",37.73235215,-122.3844951,20137000
282,20140000,"['JENNINGS ST', 'PALOU AVE']",37.73079081,-122.385287,50777000
283,20140000,"['JENNINGS ST', 'PALOU AVE']",37.73079081,-122.385287,20153000
284,20140000,"['JENNINGS ST', 'PALOU AVE']",37.73079081,-122.385287,20136000
285,20140000,"['JENNINGS ST', 'PALOU AVE']",37.73079081,-122.385287,20157000
286,20142000,"['INGALLS ST', 'WALLACE AVE']",37.725354100000004,-122.38736829999999,20148000
287,20142000,"['INGALLS ST', 'WALLACE AVE']",37.725354100000004,-122.38736829999999,20144000
288,20142000,"['INGALLS ST', 'WALLACE AVE']",37.725354100000004,-122.38736829999999,51946000
289,20144000,"['INGALLS ST', 'VAN DYKE AVE']",37.72598567,-122.38680009999999,20145000
290,20144000,"['INGALLS ST', 'VAN DYKE AVE']",37.72598567,-122.38680009999999,20142000
